index,ratings,reviews
23,1,"Automatically disconnects while talking, has proximity issues., have a problem when receiving call, it won't display the name or number after few seconds it will get loaded. Day by day getting slower."
24,1,Worst phone .... Waste of money... Worst display and camera
25,1,"Worst Phone overheating problem I requested replacement within one hour after receiving the phone but they cancelled it really scandle.

I purchased the flipcart assistant saperately but it's been 5 days they are not calling and not trying to resolve the issue

Worse service by flipcart and worse phone I ever purchased.wont purchase anything with this app in future.
Huge loss"
26,1,"Sim Slot issue Camera quality very bad. screen also not good .
Finally motoG60 very bad.."
27,1,Motorola dont have own Gallery app & In built applock application.
28,1,I used my mobile for 14 days and now charger is not charging mobile this is just in 14 days .
29,1,"Camera quality is too too bad. Don't buy for camera.
My old phone 48mp is better than moto g60 108mp.
If you are looking for good camera quality then don't buy it."
30,1,Image quality is very bad. Once you purchase this you will not be able to return. Before buying think twice.
31,1,It is not good product to use. This is not value for money. I request everyone to don't buy this mobile.camera is worst both sides
32,1,"Mobile overheated after some time use, camera not good, function slowly working."
33,1,Very bad product.camera is not working after 24hours of use.baci camera is not so well as rated 108 mp.screen is dull.
34,1,Front camera is very very poor
35,1,"Worst ever phone ever. Poor battery backup. Camera quality is also poor. Flipkart is selling fake phones. Phone heats up just while connecting charger and whild talking. Bad support from flipkart, I requested for refund and replacment but technician visited is satisfied with the phone performance but satisfaction of person is not mandatory for flipkart. Regreat of buying this phone. I request avoid buying phones from flipkart and this phone also don't buy."
36,1,Bad quality camra hang all time too slow
37,1,Worst product.
38,1,"Very disappointed. Our family has used Moto phones for many years, and it was with that confidence that I purchased this one. Unfortunately, this phone misbehaves every other day. It often doesn’t recognise the caller’s number (happened many times). Also disconnects from the mobile network unpredictability (happened a few times). Needs to be restarted for it to connect again. I would now hesitate to buy another Moto phone."
39,1,"Front camera is not right and the phone is very thick, don't take this phone, I am very upset with this phone."
40,1,Not happy to purchase this mobile.phone heating and network issue and camera front 32 MP and back 108 MP performance worst.Display also not good.
41,1,Worst Mobile don't buy this
42,1,"WORST PHONE I HAVE EVER USED.CAMERA QUALITY IS LIKE 8 MP,SOUND TOO LOUD,DISPLAY DIMMED AND PHONE IS TOO SLOW TO OPERATE.PHONE IS GETTING HANGED FREQUENTLY. OVERALL VERY BAD EXPERIENCE."
43,1,I am not happy this product is west product
44,1,"One of the worst phone I have ever used, I ordered it from Flipkart 3 month back, my phone display was having issue , then I exchange the product with in 7 days. After using exchange mobile for 2 month, Again I faced same issue sometime, then I ignored bcs I was not having exchange offer. Now the condition is mobile touch stop working in between for 2-3 min, or sometime screen touch scroll up and down itself. Never ever buy motorola g60. How can we trust Motorola product as after using two ph...
READ MORE"
45,1,Camera quality very poor
46,1,Battery waist sikkiram poiduthu
47,1,Front camera is not good as highlight provided bellow the product provided.since selfie is very bad due to smoke like haziness across the entire display.....and the display is not clear as expected...
48,1,"Expected good clarity of picture from this Camera but needs lot optimization in post processing of picture. Capturing medium motion picture is very difficult specially for babies with this phone.

Auto Brightness seems to be not working always adjusting brightness manually

Speaker sound quality is very poor like 2000 Rs phone

Mostly two hands needed to operate with one hands very difficult

I am planning to return but somehow flipkart is not accepting

Basically I am one of the guy love...
READ MORE"
49,1,Very bad phone don't buy any one u fall in trap..worst phone by moto
50,1,very bad products
51,1,"Camera is very cheap, picture quality is very bad,
Phone is over waited, built quality is cheap"
52,1,"3rd class front camera
No refund
Pesa barbad"
53,1,Handset does work properly. Sound comes from Mike
54,1,"Not at all good ..... return policy is a scam they replace it with same product not with other's ...so be careful while you purchase... camera is worst 108 mp is just a number not at all clear camera pics are worst ... if you want gaming than never buy this phone.

Not worth for money"
55,1,Don't buy this phone charging is very late not good phone
56,1,"Bad phone, if you are buying for gaming."
57,1,"I writen dis review after usage of continuously 4days
Cons : waste camera in dis phone 108mp camera is equal to 48 MP camera
And also 32mp front camera is equal to 13mp
Pros : best battery
Performance is good
Display and screen ratio is nice
In one word --waste of money
Don't buy it"
58,1,After using 3 month my phone hang . disgusting I have bad experience to buy this totally waste of money those who buy this product...0 star
59,1,The worst smartphone you would ever buy. Don't buy it
60,1,Camera is very bad. Like 5 mega pixel
61,1,"Worst Phone, Always showing insert the SIM. Network connectivity is very poor though SIM is 4G. Customer support is wrost. I am planning to return the phone aspn."
62,1,Camera very bad performance...
63,1,Camera is very bad and there is no option for 4g video calling and no option for voice recorder.
64,1,Camera is average battery that's one day value for not in cool
65,1,I'm trapped in moto mobile. Camera quality for this mobile was very poor compare with other mobiles. And over heating problem. Then the main thing was you will purchase this phone in flipkart it's never a refundable item. Waste of money I don't recommend this phone.
66,1,The camera is absolutely useless. This new battery also heats up very quickly. This phone is absolutely cheap.
67,1,"Cheap quality being made by Motorola to compete with Xiaomi MI phones.

Poor of company

Simply a waste of time energy and money"
68,1,Battery and network not yet all good ...waste battery
69,1,Camera results bed
70,1,So very bad smart 📱 MOTOROLA G60
71,1,"I bought as it has 104 mp camera and 32 mp front camera and no other brand was giving this much megapixel camera at this price. But the camera quality is not that good. It doesn't shows original colour.

As it is from Moto family, I had expected, if not much, at least not this less."
72,1,"I HAVE PURCHASED the handset ON 13-07-2021, stopped working ON 26-10-2021, reason MOTHER BOARD FAILED. Complainted to moto customer service. WASTE OF MONEY.
processor is ok. Front camera is horrible. Rest all ok."
73,1,"Here in this mobile a huge problem is detected. I don't know it was a permanent problem or display was not working properly.
When you you two near point touch or if you want to write anything on any application or any notepad using your fingers, it write properly for large size letters but if you want to write smaller size letters it wouldn't be working.
For example:. If you want to write 2 thn it shows one small line only.
If want to replace your product thn also you will face difficulty a...
READ MORE"
74,1,"Worst camera ,front camera is too bad
It's not 108megapixel ,it's look like 8 mega pixel
Very bulky it's hard to handle
No Gallery in phone
No compass
Speaker volume is too low"
75,1,The messaging area is not good. Takes a lot of time to fetch sender's data. The display is not good. The camera quality too doesn't feels loke 108 MP.
76,1,"Worst Camera, it's not 108 Mega Pixel, disappointing"
77,1,Screen flicking issue + ghost touch issue......Don't buy ....
78,1,Worst camera ever seen.. company says it's 108 MB however I feel it's just 8MB. I personally don't recommend.
79,1,Worst camera
80,1,"Worst ever phone I purchased creates problem with in same day of delivery from flipkart and very sad to say say that even flipkart is not resolving my problem.
So me and all my family members leaving flipkart and shifted to Amazon.
Good luck flipkart"
81,1,"Dear Motorola / Flipkart Team, ( Readers )

I am very tech savvy person, I Like Lenovo, Motorola types of mobile which very hady, fast with less adds, less waste type of things.

So, A week back l, I purchased MOTOROLA G60

Technical issues faced by me, Please check whether you are getting answer for below issues, Also guide me if you have answers.

Please guide if any settings are missed from my end.

1) Logical Issue :: Call Recording :: This phone do not have facility to record all cont...
READ MORE"
82,1,"No any benefits of this no service on time .if problem or any defect after pickup no responsibility anyone flipkart or service provider"" jeevas""for redeliver for item and no time limit of service can be one month to more for repair."
83,1,Bad mobile
84,1,Don't buy this bidget
85,1,Poor camera performance
86,1,As I had purchased moto g60 . Camera of this mobile phone is worst as it is 108mp . I suggest not to go with this mobile
87,1,No camera quality no battery fast changing
88,1,Average
89,1,"This phone is not user friendly .Lacks features "" Does not have app hiding application.no music app, no gallery, front camera is 32 mega pixel but missing detail in the picture. pictures look normal. Except for 102 mega pixel front camera this phone is not worth buying. Don't buy this phone."
90,1,Very bad ..... please don't parches....
91,1,"It provides self restart and redesign of app, ur change will gone automatically, I can't return it BCS I've setup my office stuff on this. Don't buy this."
92,1,"Highly disappointing. Don't waste your money. I had earlier used Moto X4, so I expected this one to be nice too. But it keeps frustrating me with its disgusting performance..hangs all the time. Camera quality despite its *100 mega pixel* is also poor. Any phone in this range would be far better."
93,1,"I bought this last one week back, camera is very poor quality, just zoom and check it for your self only if your bought this. There is no return also for this seller it wery wost seller. I am using the moto fusion + it is fare bater then this mobil. If your not looking for camera."
94,1,"Worst phone.not worth of the price and reviews, battery perfomence is poor, camera quality isn't even 1/10 of my expectation and processer is not suitable for other android users"
95,1,Really bad in camera and other functions
96,1,Camera quality is very poor. Very bad 👎 products
97,1,Worst camera
98,1,Very bad
99,1,Don't go for this
100,1,Very bad and poor please anyone not buy this mobile 6000mah battery but drain in 4 hours only
101,1,"Don't buy this mobile for 108 camera worest quality camera battery is very good but, full charge time it will take 2:30 hrs slow charging 20 w this mobile little bit hanging some apps are not supported"
102,1,"Don't buy if you are looking for a good Camera phone else go for it. My Moto g5 Plus has better camera than g60.
Completely disappointed 😞"
103,1,"The 108 megapixel camera is not very good, the Samsung 48 megapixel camera is heavy"
104,1,"Some time micro phone is not working properly.
Some time display also not working"
105,1,Company Claims FHD but Display quality is very bad and sound is not stereo sound
106,1,Very bad phone compare to money
107,1,Motorola is a brand but that is old now it is tooo worst
108,1,"Disappointed with made in China,

108 MP camera also not satisfied

Mobile signal not catching properly my past phone is have same place good signal

Dialing call and incoming call not received properly, option sim1 , sim2 not connect properly"
109,1,"Camera is too bad, there is not much detailing"
110,1,horribaly bad camera
111,1,"Bad camera.
Charging take much time.
Back navigation buttons not providing so swap back not good."
112,1,I'm very disappointed. It's not worth for money . Poor performance.damaged product. don't buy it if buy u can't get replacement.
113,1,"Camera very bad
Money loss"
114,1,Worst battery
115,1,waste product
116,1,low quality
117,1,Night time' fudu camera
118,1,Cam clarity is so poor 🥲
119,1,Not good. Call quality is poor.
120,1,Very poor quality performance
121,1,No camera quality i don't like this phone because i buy it for the camera but it disappointed me
122,1,"Totally monkey West,Don't purchase this Mobile, it's like a dabba phone, no eye protection,no call recording, no music app, Battery falling,please don't buy, and showing return policy but not returning only giving replacement options with many terms and conditions"
123,1,"Too bulky, returned it"
124,1,"Call waiting system is not working properly, no inbuilt compass, misscalls not showing properly in call log"
125,1,Camera quality not good as per 108mgea
126,1,Camera is not clear waste of money
127,1,Bad product
128,1,Worst camera phone dont buy
129,1,Camera zooming very bad
130,1,"Mic and speakers are not working properly, when I requested for replacement seller is not accepting. I don't why"
131,1,With in a week my mobile speaker got damaged and it's not working properly... Considering the price of Rs 18000 the build quality is average. Rear camera is also average.... Waste of money....
132,1,Received Refurbished Mobile with threadbare box.
133,1,The worst phone i have ever seen..
134,1,Phone is hiting
135,1,Bed product
136,1,"Poor camera
Very slow charging"
137,1,"This phone, waste of money."
138,1,"1.Camera quality is worst. Ultra resolution won't work properly, it will capture with some shades and lines, after some times camera will get hang, if you reopen it, ultra resolution won't work at all.
2. Battery is quite good.
3. Phone will hang if you use split screen.
4. Don't buy"
139,1,"Don't buy this phone if you are camera savvy.
Worst product from Motorola. It boast of it's 108MP camera but photo isn't as par 64MP also. Attached is the photo taken with Moto G60 with 108MP setting. See the photo and judge urself. U can't expect Pixelated photos from 108 MP.

Worst return/replacement policy from Flipkart. Technicians visit to check the phone but they simply rely on some software to check with other Moto G60 device but undermine the ground reality of the phone's camera.

No...
READ MORE"
140,1,"It's display is like very cheap china mobile, some options are not available. While I'm using this mobile i feel like I'm using china mobile. No Gallery, No QR Code Scanner. Copy options not available in sms. Cast not working. Don't buy this mobile."
141,1,Camera quality is very bad
142,1,Mobile sound and image/camera quality is very poor.
143,1,"Battery backup is not good & Charging is slow.
The camera performance of in low light is very poor.
Selfie camera is no good compare by other selfie phone 32 megapixel."
144,1,"very worst product camera is very poor for video calling .Compare to M2 pro 16 mp camera vs moto g60 32 mp camera is nothing.
not at all satisfied ."
145,1,"My Moto g60 phone found hang and lack of speed during open any apps.. I faced many problem due to operate my phone, it doesn't work as it's snapdragon process inbuilt....... Please solve this problem.....I'm not satisfied from My Moto G60 Phone....."
146,1,"Camera is worst
Waste of money
I want to return my phone"
147,1,"Network problem.

Camera quality low and processing is slow

User interface is not good and slow.

Magnetic sensor not available.

Call recording function not good."
148,1,"1) Camera is a big disappointment. You expect much
better quality from 108 MP camera but it's below average.
2) takes long time to charge the battery.
3) phone heats if you play music or anything while charging.
4) screen size is too big( although it's mentioned in the specifications so can't complaint much about it) .
5) processing is fantastic
6) just for g40 and save some money. There isn't much difference between these two phone."
149,1,"Camera (108 pixel )but picture quality is not a good please don't buy this device.
Also 6gb ram but this device is performance also very poor.
Worst product please don't buy."
150,1,"Worst of money, it says 108MP Camara, actually it gives 2MP"
151,1,There is no professionalism for returning back the mobile product which is bought from flipkart and no trust worthy they have delivered the product. The rear camera which 108 MP is flickering and the technician visited and he cleared the cache from camera and after that again it's the same issue is showing
152,1,"1.waste of money.
2.my phone age only 6 month & I facing lots of problems very hank ( Very frustrated for this quality of products).
3.charging not stay.
4.very very bad."
153,1,"Don't bye this phone waste of money, worst camera I have ever seen"
154,1,"HUGE SIZE, POOR CAMERA, VERY DIFFICULT TO USE IT"
155,1,"Very poor performance
Not satisfied
Can't update any application
Network problem
Can't cast screen on tv"
156,1,Not worth of money. Simply waste
157,1,"issue with battery charge beware flip cart changed return policy as 7 days now I trapped in this .
my 14000 hard earned money now got sucked. why this high value product set for 7 days return policy.
think and buy. this is totally trap"
158,1,"Not good product
Face calling problem
Selfie camara results was not good
Blue thuth was not working properly
I was complian but still not any updates"
159,1,Very poor display. Within 3 days simply display broken. Waste of money
160,1,"pathetic experience.. worst ever phone i have purchased. poor quality glass. it just broke within one month, and in 2nd month is causing software issues.."
161,1,"Lots of features missing. No Own gallery, no Own contact space, ...only battery backup is good"
162,1,This phone is the most useless phone in the world. Picture quality is the worst
163,1,I have never seen like this phone📱📱📱 This is worst phone in my life....specially display and 📷📷camera
164,1,Worst phone battery draining problem
165,1,"Worst kind of Product,
I get delivery before two days, and yesterday evening I unboxed it.. late opened because I have tried two days to find cover and a tempered glass but in entire city both the accessories are not available.. Since last night I started to use the phone I found Video quality and camera quality are like I am using the & clon'e mobile !!
Screen is not in proper shape.. Extreamly bad speaker, vibrates mobile while playing video.. and low sound everytime I play video even on...
READ MORE"
166,1,One week only use device not working
167,1,Worst worst waste of money 😡 no usee
168,1,My phone charger not working in just 1week of use ......waste of money
169,1,Waste of money
170,1,Wrost camera..
171,1,"Very disappointed for G60, ....too many worst application of google, ....no direct app for GALLARY......heavy consumption of data.....difficult to operate with single right hand ...so many difficulties...less than 1 star"
172,1,Camera quality is very bad.....It does not capture picture of 108 mp instead that of 16 mp....after clicking pic the pic becomes hazzy.....so camera quality is absolute rubbish....!!!
173,1,"Worst audio quality
Worst camera quality
Worst charging quality
Heating
Don't buy this product at any chance"
174,1,"This phone is not value for money

1. Video play over the top of app not movable.. if move it hide automatically
2. Charging mode stop 81% automatically
3. Charging cable is very low quality, demage in few months
4. Motorola service centers are not give warranty on accessories
5. Self camera quality is as per giving specifications
6. Night mode or low resolution images are very pixelated"
175,1,Sabse worst mobile in my view
176,1,"flipkart is fooling customers by selling low quality phone, customer service is pathetic. Camera quality of this phone is very cheap plus the phone is slow. Don't buy this phone you will regret it. I m regretting now. Flipkart is not ready to replace the phone, literally they making us fool by selling low quality products. Don't trust them otherwise your money will go to drain like mine"
177,1,"108mp ultra-Res mood worst performance and camera bug, lag issues so I have apply to return request"
178,1,Very worst camera quality...never buy it....
179,1,"After 4 month's use:
1. No Magnetometer to get GPS direction.
2. Hang so much and lag issue.
3. Battery perform as if 4500mAH.
4. Audio on call and Speaker is too poor to hear.
5. If u have fast fingers Mobile is completely succumbed to perform.
6. Internet speed bar is not available.
7. Auto brightness doesn't not work properly at all.
8. During video call screen becomes lock and there is no settings to stop it.
9. Doesn't have File manager to simply edit or copy paste any files if don't in...
READ MORE"
180,1,Camera quality is very bad
181,1,"In 2021 one of the worst mobile phone and camera performance is very very low and battery performance is also worst, even 100% fully charged 5 hours also not came but they tell once fully charged one and half or 2 days definitely perform but it's not performing not well battery back up also not good (very very low battery back up) , don't buy this phone,if you buy this phone really West of money
Am really not satisfied this phone😤😧"
182,1,I've purchased it on 24th july. Very bad product...totally waste for money.. Camera quality very poor. Sound quality too weak.. Want to refund it. But flipkart denied..
183,1,"Totally waste of money.....
Camera is bad quality,,,, after zooming it's photo, it views as breakables...Ekdum worst quality,,
I am totally disappointed with this phone,
Please do not buy it...
Waste of money"
184,1,"Ugliest design, display worst, heavy to hold, completely failed."
185,1,No headset given... A big disappointment
186,1,"Worst phone i have ever used... Heating problem , 3-4 hour battery backup, Unable to even open messages and hanging problem, And also no response from flipkart and motorola customer care don't buy it its totally a waste of money worst phone ever"
187,1,"Camera is vary bad..
Selfie camera..very low.."
188,1,"July 2020 i purchased moto g60.
Plz no one buy this mobile.. My personal experience.. Too hang.. Very bad mobile..cant open open camera also some times.... And automatic run display... Worst mobile"
189,1,camera is punwar
190,1,"Disappointing
Pros:
Camera is decent.
Battery is good. It can last for a day on full charge on normal usage.

Cons:
Hangs a lot. Everyday even on normal usage it hangs for 3-4 times.
Big screen size because of which it doesn't fit properly even in jeans pocket
Feels heavy to hold for longer time. You will start to fell the pain in your palm.
No inbuilt AppLock. Have to download 3rd party app
Dual apps functionality is not present
Wifi turning on automatically sometimes"
191,1,"I have purchased this product 6 months ago and I haven't been able to use this product till now,wifi calling is pathetic and switches off automatically after 2 to 3 hrs,ghost touch issues after Nov patch update, carrier aggregation is crap and can't receive or make any calls properly even at good connectivity areas plz don't buy this product and their service is really pathetic"
192,1,"I m expception is more ,but camara quality poor,"
193,1,Not good pls don't buy automatically off and on not good 😑🤬🤬🤬🤬🤬🤬
194,1,"Worst UI coming from Motorola, very slow and lags frequently.

Mobile stops recognising another SIM everyday.

Was a fan of Motorola but a big NO now after the UI production went to Lenovo."
195,1,Worse camera pls don't buy this product u will regret u will get more better product in this rate so pls don't buy this It have zooming issues in camera and Flipkart is not working on my problems too worst disgusting Flipkart too
196,1,Do not go on megapixel. Worst camera of Moto G series. Remaining all things are good. Due to big screen battery backup is about 24 hours.
197,1,Its hanging
198,1,Not bad 😕
199,1,Camera quality is very poor
200,1,"A very bad phone.
Within 24 hours I raised request as product was very bad but in name of policy they are just making me fool.
Camera said was 108 MP. My old phones 13 MP camera was better than this. Display is very bad with colors not proper. Hanging problem started while shifting apps.
Very bad phone.
Flipkart is saying only replacement policy but what if this phone is not as provided then also we should keep it.
Wrong replacement policy.
Avoid flipkart shopping as it is giving wrong produ...
READ MORE"
201,1,Its very bad and 108 mega pixels camera not up to o mark.
202,1,Heavy weight and long display cearyet problam
203,1,Worst phone
204,1,Phone hang so much
205,1,Utterly disappointed
206,1,Very worst Call recording.. Heavy noise while speaking in Ear phone... Very worst experience...
207,1,Very bad quality
208,1,Camera and battery back up not up to mark
209,1,Waste phone and not recommended
210,1,"Please don't buy this product because heavy heating all the time. Camera is very very poor quality. Because of heating issue i replaced this product and next i got a dead on arrival phone. Just for charging, i connected it to charger, the charger and phone started heating heavily. Specifications are below average."
211,1,Low item
212,1,Don't buy this product 😔😔
213,1,Network issue
214,1,Don't buy this phone... 1 sim all time getting off.. After switching off again network coming but after 1hr same problem
215,1,"When i see it's features i thought it is better than ordinary phones but when i was using it there are many problems i faced when using. It's screen doesn't work properly sometimes. I tap and tap many time but the functions and apps i wanna use not open. Only camera is better in mobile but still worse features than my old phone. It has 120 hz refresh rate but it is hanging Whereas i bought it about 10days ago and there are not so many apps that can made it hang. It's face unlock is soo slow ...
READ MORE"
216,1,"While video shooting camera do not record sound. phone can't connect to smart tv, function not working properly, can't connect to car's android auto."
217,1,"One of the worst product I have ever purchased
Applied for replacement bt no action has been taken
No network coverage in the device no action taken for replacement. Worst invested"
218,1,The phone has slowed down. The apps start automatically. And hanging problem is observed.
219,1,Very bad phone. Hangs continuously and hopeless camera
220,1,Software issue
221,1,Camera 📷 of this phone is not 108 mp .it is fake camera . Its very bad phone. I made a mistake by buying this phone. I should not have bought this phone. Neither its camera is curd nor its battery performance
222,1,Quality not good
223,1,Worst Battery Backup. 4000mAh gives you more backup than the 6000 mAh in this mobile. Currently charging it every 12 -18 hrs else will have to turn off the internet usage for long battery backup. Was expecting atleast 24-36hrs backup.
224,1,Phone screen is getting hang
225,1,Battery down
226,1,"Very poor battery performance,
Turbo power charger it's only for name,
Even you plugged for 3 to 4 hr it's charge only 15 to 20 percentage
It's always show the slow charging, rarely show as connected to turbo power
Fed-up with its charging performance
Not recommended to any one

Facing issue after 4 month of buying..

If there is negative remarks I can select that one too .."
227,1,"Not as expected, so many functions missing, as compare to other brands with similar price range"
228,1,"Waste of money, Too heavy , display is not so great and slow while picking and disconnecting the call , go for some other mobile instead of this"
229,1,After 10 day it started to hang
230,1,Baddest camera I ever see
231,1,"Phone hangs a lot.. it gets stuck while using and starts to function on its own. Multiple windows gets opened, buttons start to type. This phone is not worth it."
232,1,"The phone is real heavy.
There is screen ghosting issue which is causing random touchs and call placements. Have to turn off screen multiple times to resolve this."
233,1,"After using three month, I am compulsions to write the reviews because this phone performance is pathetic. I will never buy any motorolla phone again. I am facing issues with performance and battery charging. It took too much time to charge."
234,1,Very bad .
235,1,Waste mobile phone
236,1,Please don't buy. Phone is getting worst day by day. Go for other phones. Even cheaper phone is better than this. Totally wastage of money.
237,1,Keep on hanging
238,1,"Motorola G60 mobile have many problem, it's don't have inbult gallery , file manager, if download gallery file manger then it's have lots of unnecessary ad. Also u can't take screenshot as per ur requirement like crop ...etc, once u press 3finger it will take full screen photo. It's WASTE OF MONEY. most difficulty in call conformance. Kororia need to work on it or give update the same."
239,1,Display is not good very bad
240,1,its bad phone
241,1,Display not working properly
242,1,Mobile properly not working 😞
243,1,Having touch screen issue within few weeks of buying. Couldn't use mobile. Issue occurs frequently. Need to lock & unlock the phone to overcome everytime. No fixes even after updates. It could be hardware issue.
244,1,Please dont buy this phone useless camera.doesnt look like 32 mp camera...it's 5 mp camera and back is 12 mp camera..photo quality is very blurr... I thought 108 mp camera is awesome but I loss my money..no option to return it
245,1,Average phone...camera not as expected..battery not good
246,1,"VERY BAD QUALITY IN CAMERA, DISPLAY."
247,1,Magnetometer sensor not available
248,1,"don,t buy this phone because camera qulity is to much bad and there is no option off too return produt so i recommnded to dont buy this mobile"
249,1,Camera clarity is not good .. phone is very slow 2GB RAM speed working this phone.
250,1,"Wast mobile, automatically do not disturb on"
251,1,Worest mobile
252,1,Moto g60 waste of money and there feature give very bad once you open any application its very deficult to go back otherwise have to restart to back
253,1,"Phone hangs very frequently. Better to see other options. It's a trap once you buy it, even flipkart is involved in looting the customer by not giving any return options within 7 days of buy"
254,1,"Camera Quality is not as per 108 mp....

Not a good phone"
255,1,Very bad product very hand pubg lite not work gyroscope it's really faltu problem
256,1,"Worst camera. 108 MP. No it's 1.08 MP. Y u people r cheating with showing of high rate cam.

Moreover worst display"
257,1,One of the wrost mobile ever
258,1,Cemara poor quality
259,1,Video quality is very poor
260,1,Waste cheap quality
261,1,I will not suggest anyone to buy this phone... I am using this from last 5months... But my phone started hanging frequently just after using only 2months...
262,1,Don't not buy this product. Gets restart
263,1,Vary bad
264,1,"The handset started acting weird, it becomes blank and switches off on its own. This has started right after exchange time is over."
265,1,The phone quality not upto the mark
266,1,Within 5 month of usage fingerprint scanner stopped working.
267,1,"Worste phone ever i tried in my life.

Toch is not working good
Please don't buy this product from Flipkart"
268,1,Worst phone
269,1,Waste of money
270,1,"I am not happy,😔"
271,1,Very cheep service &products
272,1,Hanging Start with in two months 😖
273,1,This phone very high heating problam so return your mobile and refund my many
274,1,Waste.. don't buy
275,1,Camera model not Working wast camera
276,1,"Front camera not working after 15 days…
Motorola has not maintained his phone quality…don’t buy…go with other brands"
277,1,Camera bed poor quality
278,1,This phone starting lagging in the initial months itself I really disappointed 😞
279,1,"Bad experience with it.
Camera not 108 it's like VGA
Very slow processing totally not worthy don't buy..."
280,1,This phone hangs a lot.
281,1,Camera pathetic
282,1,Screen shaking automatically....
283,1,Option are not as per Other Android phone. Not meeting my requirements
284,1,Worest phone worest phone
285,1,"MOTOROLA having worst products........I recommend who are going to buy MOTOROLA products.....if u have extra money then only you put in MOTOROLA products if u know that money is really hard to earn then, not even to think to buy MOTOROLA any kind of product.....

WORST PHONE I HAVE EVER HAD......WORST WORST AND WORST....IF YOU THINK ANY OTHER BIG WORD THEN WORST, SO THAT IS........

BIG NO TO MOTOROLA.......

THANKS TO MAKE AND FOR LOOTING US FOR WORST PRODUCTS......"
286,1,this product is very bad
287,1,Very bed
288,1,"I am very confusing,,, I purchase moto ,,, but not happy this product"
289,1,Worst phone I ever used.
290,1,Mobile was very bad I faced more problems
