index,ratings,reviews
90,1,Such a wastage of money I have ordered it and after 1 week it's charging point stoped working properly... If this was happend within the week then I surely return it... But it's my badluck Now I can't so please don't buy it
91,1,Worst mobile
92,1,Worthless
93,1,"Worst product it's unable to charge the phone's battery.
Waste of money product .
Dear customer I request all please don't purchased any android phone to this fipkart."
94,1,"Dont buy this waste of phone , 5000 mah battery drain in 5hrs without not using phone battery consume 80% charge"
95,1,"Product is very Penney
Battery backup very bad"
96,1,"Don't buy, worst phone ever."
97,1,"it hangs a lotttttttttttt, my father is using it since last big billion offer days ,so many times its display gets black even without usage, too disappointed, dont buy this phone at all please"
98,1,Baterry draining very fastly
99,1,Realme having poor performance.
100,1,"Android Go edition. Hence single star.
Please be aware before buying."
101,1,Very 😔😔😔😔😔😔😔😔😔 bad
102,1,Don't buy this smartphone ui Android Go edition waste of money camera quality is to low performance was not good go for different smartphone
103,1,Bad ui ...worst phone I have seen ever
104,1,Waste mobile
105,1,"Poor Quality
Camera is not clear
Screen showing blur during video call"
106,1,Poor Quality of Camera and Net connection
107,1,Hanging too much and heating while charging
108,1,Bad
109,1,Camera problem in photo
110,1,This mobile is not smoothly working at the very first day. This is the worst mobile I have ever purchased. Flipkart is fraud and cheater company.I will never buy anything in Flipkart.
111,1,It is not so excellent
112,1,"worst phone, dnt buy chinese brands...they r big cheaters...go for samsung"
113,1,"No freature available ,, no widgets option, no full screen mode , no sensor option"
114,1,"It's a scam if compared to Realme C11. What's the purpose of same model with two different version for only one country users?
Totally different from Realme C11.
Keep it in mind before buying it that Realme has two different version of it, Realme C11 and Realme C11 2021 are different where one can be tolerated and other is disgusting."
115,1,Phone is very bad hang hota hain chip material
116,1,"Worst product, never recomend anyone"
117,1,Very very bad mobile
118,1,"The phone has multiple problems. Volume of ringtone is very low in max sound, network connectivity is weak, charger was not functioning( got replaced in service centre)"
119,1,To cheap
120,1,Very bad performance of ram
121,1,mobile operating processing is too slow.
122,1,Not good
123,1,Wast of money
124,1,Hanging issue. Very poor performance.
125,1,Horrible Performance Do not buy this go for POCO C3.
126,1,Phone hanging
127,1,Product quality is not good
128,1,Bad product don't buy
129,1,"Camera quality is very poor ..
Battery backup is not good
Display quality very poor
Flipcart behaviour is very bad .when you want to replace phone.
I suggest you dont take this phone. Waste of money"
130,1,Very bed quality
131,1,Internet connection is horrible.
132,1,"Very poor quality products
No anybody purchase this item"
133,1,It has a fault in display it isn't work properly
134,1,"Very bad product...
Not worth money . Don't buy"
135,1,It's not nice
136,1,Chinese phone avoid it!! Micromax is better
137,1,Charging doesn't stable worst battery
138,1,Bad
139,1,Worst peace
140,1,Very bad phone I buy this phone 2 months used after I see this phone is very bad very slow I can't use it
141,1,Very poor quality too much problem
142,1,Wast
143,1,Hanging issue
144,1,"OTG not support
Bad 😞 mobile"
145,1,I'm having network issues
146,1,Not good
147,1,very slow slow operation
148,1,Camera is very low grade....
149,1,Worst mobile don’t buy it
150,1,"Worst product.... Can't use, Full hang. Phone is very slow.... Poor performance."
151,1,"Simply worst in terms of performance. It lags even while opening regularly used apps!!!

My suggestion don't buy it!!! Honest opinion: it's not worth it. Don’t fall for the low price u will instantly regret buying it"
152,1,"I gave 1 star because of the rude behaviour of delivery boy (he said he won't give me my parcel until I go to the place he said, which is different from my order place) other wise the mobile is ok for soft users"
153,1,Phone is gang ng everytime slow process opening touch waste of money
154,1,Very very bad
155,1,bad
156,1,"Too much slow , even sometime some common function like call receiving are not performing well. It's performing like a 5 year old phone."
157,1,It Hangs a lot
158,1,Having issues with mic in brand new piece
159,1,Video calling fasility is very very bad I am not satisfied for video calling.
160,1,"Incoming call and outgoing calling very poor,
Even though there is no network, the call does not come."
161,1,Picture in picture mode not suppot in this phone
162,1,Worst phone ever
163,1,"Dabba phone, there is no much function in it."
164,1,Camera quality is bad.
165,1,Worst mobile . Performance is slow and getting hanged . Flipkart is not providing replacement or refund .
166,1,Calling is a problem.Sometimes even there is no sound from other side.And voice to listener is relatively low from other phones
167,1,Software very dull
168,1,Network problem but my old mobile not like this
169,1,All okay but... Volume automatically goes down .. it is v big peoblem.. have to restart the phn every time
170,1,Bad
171,1,"1. Network receiving is not good
2. Screen quality is not reached expectation"
172,1,Don't buy it.
173,1,Waste of money
174,1,This product is not good for any person ...
175,1,Hotspot not working
176,1,I purchased this mobile but facing issue hanging and freezing then I replaced mobile but problem not 100% solve.
177,1,Phone is always hanging
178,1,Camera settings are not good
179,1,"Worst phone i've ever seen..
Not given any simple usable tool..
Screenshot option is missing
Navigation bar can't be changed for no reason
Widgets option missing..
Theme app also not given
& Many more..
If your only need is to make & receive call
Then buy this phone..otherwise in this range go with other devices. Thanks me later"
180,1,Very worst mobile ever seen
181,1,Not good hated it
182,1,"Battery is not working properly
So don't buy this phone"
183,1,Don't buying
184,1,Wrost product
185,1,"Battery doesn't work like 5000Mah battery.
It drain early as it show that it is only 3000 MAH battery."
186,1,Mobile hanging so much
187,1,I bought this mobile just one month back. There is problem with display. Some times this display was like mobile flash it was suddenly on and off.
188,1,Very bad
189,1,Waste of money
190,1,Hang this set
191,1,Nice
192,1,Always showing not responding...wifi connecting issues....not working properly...waste of money
193,1,Video calling service very bad
194,1,Bro it's just disgusting phone dont buy it cheap company
195,1,Quality is not good
196,1,"Your product is very bad condition.
I have very bad experience regarding your product."
197,1,Phone stopped working after a software update hence it's a new phone brought 10 days before this review very disappointed
198,1,Poor service from Flipkart realme phones doesn't support local launguage like redmi phone does. Flipkart denied my return request 4 Times without any genuine answer. Don't buy from Flipkart.
199,1,"Don't buy, waste of money"
200,1,Average
201,1,after 2 months. on 16/12/21 i updated this phone just after updating this phone got stuck in a restart loop
202,1,The phone is bad. It heats up in fifteen minutes more charging
203,1,"Do not waste your money, this phone has a serious issues with network. Frequently you face network issues, no sound while making calls until you turn on & off airplane mode. Pathetic phone"
204,1,After 1month use phone is hanging & having issues
205,1,"Unexpected and very bad,vedio calling is not upto the mark ... waste of money"
206,1,Very bad
207,1,Very bad products
208,1,Worst phone ever
209,1,Bad not work
210,1,Detected phone automatically switch off at the time of using phone
211,1,Not so much as expected.
212,1,Nice
213,1,Not good phone. Waste of maney .
214,1,Too slow
215,1,Performance is not ok
216,1,Avarage
217,1,I will advise never purchase realme products its wasting money and I have never experienced worsed product like this total waste the money
218,1,"Damage peice,voice is not audible"
219,1,Phn is getting pathetic slow nd hang. Don't bye it. Hate this item
220,1,very bad phone
221,1,Property not working it's working very slow
222,1,dirty
223,1,Waste product don't buy any one
224,1,Battery capacity is not so much good
225,1,The phone does not switch on and hangs !!
226,1,Very Bad Quality
227,1,"The soft ware is android go edition which is worst,the 2020 version is better than this"
228,1,Calling is not working
229,1,Waste of money ...don't buy this mobile.... flipkart is not accepting return alsoo...
230,1,Very slow performance
231,1,It's not working it's strucking while using
232,1,Mobile automatically direct switch off whether battery charged
233,1,Camra very very poor
234,1,Build quality is very poor 😏
235,1,Not good working properly.
236,1,Not good
237,1,No good
238,1,This is the worst product by realme to muc
239,1,Only basics phone
240,1,This mobile is very bad
241,1,"Speaker quality average nd main disadvantage is it's on back side
Laggy after installing few apps
Disgusting customer care executive service, if u want a replacement or refund then only God is ur saviour"
242,1,Mobile net is not working from day 1 very disappointed
243,1,Bad camera
244,1,"Not at all happy with the device as there are huge software issues. Can't even save a contact. Unwanted noise while making phone calls. Unable to detect Airtel sim card. Realme needs to work on the software part. Also, looking for an immediate update to fix these bugs."
245,1,Wifi signal catching capacity is pathetic. Should have choosen some other phone.
246,1,very bad
247,1,Not best mobile
248,1,Not bad
249,1,Nàtwàrk very bad
250,1,"Heating issues when charging!
Slow running of phone
Just reconsider the decision when u take this Mobile"
251,1,Worst product I bought as of now. Processes is dumb. Please don't buy.
252,1,"Realme,s phone not working properly and services not satisfied"
253,1,"Worst experience ever with realme.
Camera not good. Speed problem, also hang sometimes. App not open so quickly.
Please don't buy this phone."
254,1,Not good very bad
255,1,I am having constant issues with calling. Not getting resolved. Extremely unhappy with this phone.
256,1,"3rd class Mobile . Between 1 week problem occurred , Battery not charging PCB problem , very very bad experience Realme .Don't buy 👎👎👎"
257,1,Not good
258,1,Sound quality is very low speaker is in back side
259,1,Not proper product
260,1,Not good
261,1,Products is average
262,1,"Network problem,hanging ,heating, battery backup low"
263,1,"Battery was damaged after 2month use,this is very bad phone"
264,1,Very very bad performance.
265,1,Worst 👎 phone
266,1,Sloww phone
267,1,Bad product
268,1,Bad phone function not working
269,1,Bad
270,1,Very slow
271,1,Camera quality is very poor
272,1,Poor mobile
273,1,There has been a call problem on the Realme C11.
274,1,Dont buy too much software bugs
275,1,"Everything is not awesome, camera is very poor and it's have a major problem when it's data turns on mobile is automatically hang after 10to 15 minutes"
276,1,Mobile network is not available
277,1,After two to days the touch is not working properly.The return option they rejected this is the bad side from flipkart
278,1,Never buy this phone
279,1,Bogas
280,1,Horrible software and hardware. If u want basic smartphones go for redmi. This phone is bad
281,1,Very very bad product i am suffering from battery issue but there is no solution About my battery issue very bad product also very bad service.and they also end my replacement policy so i can't do anything. don't buy.
282,1,very very poor
283,1,It's not realme system
284,1,Mobile touch not processing screen problem display problem
285,1,"Same problem
Phone get charged then phone will be hot"
286,1,Very poor this device
287,1,"Don't buy, this product works very poor"
288,1,Sarvish no good
289,1,Not Good
290,1,I'm not comfortable... only charger in the box
291,1,Hang
292,1,Please don't buy this product
293,1,Very poor mobile & camera quality very very poor & battery urgestble ...
294,1,I really disappointed with this product. Very poor nextwrok support and very slow. One of waste mobile set I have ever purchased. I srongle suggest don't buy this...not at all worth for money
295,1,Not much good but oky
296,1,Bad quality
297,1,Bogus totally waste mobile
298,1,"Not worth it.
Over Heating during charge
Over heating during watching videos."
299,1,No good
300,1,Don't buy guys. One of the worst phone I ever seen... Very slow processing & lot's of hang issue.
301,1,Parfomance is very slow ...
302,1,Worst product the mobile camera is not clear whenever I click photos it will come blurr and apps also not working good
303,1,It hasn't good ear speakers after on week it got trebling badly.
304,1,"Don’t buy
Just waste of money.
Go for micromax instead"
305,1,"Not Worthy For 7000 budget.
5000 enough For this phone.
Performance vice very slow.
Some apps not works because its Go edition.
Useless phone from Realme."
306,1,Worst phone ever. Dont buy it…
307,1,It is not opening worst set ever
308,1,Camera was not good better to go other one
309,1,Phone was not working hanging touch was not working
310,1,Very bad product
311,1,"Very disappointed about realme product a lot of hanging issue cpu not responsible any app, contact list open waiting 5 to 10 second. My suggestion never buy C11 2021."
312,1,Not bad
313,1,Product are not good back side is full loosing the cover
314,1,Mobile fully hanging. Performance is low
315,1,Not bad
316,1,Not bad...
317,1,"No lock screen on top, no double tap, even calculator is worst no clear button and % . Horrible mobile"
318,1,Sound quality is poor
319,1,Excellent Products for a low price will be available only on Flipkart.
320,1,Bad product
321,1,Cant take screenshot using 3 fingers touch mechanism
322,1,Phone is okk but deliverey from flipkart is not proper
323,1,Don't buy this phone ....this is correct review ...the mobile is very lag issue...and all apps slow....plese buy poce c3
324,1,One of the worst product i ever seen in smartphone
325,1,Not good.. sound quality is very bad..
326,1,Please don't buy network is very bad in this mobile
327,1,Hanging problem
328,1,"Lost of money, redmi is much better than same price"
329,1,THE QUALITY OF CAMERA IS NOT GOOD
330,1,Too slow
331,1,Very bad
332,1,Realme c11 mobail performance not good.
333,1,Sim slot is not opening
334,1,This not so good as I expect.
335,1,"Very worst product from real me
Please don't buy"
336,1,Camera is quality is not good.
337,1,Nice product
338,2,"This feature is not good and camera is also.
This phone performance is very bad."
339,2,"Good.....but very heating while charging and using
Good for budget"
340,2,Mobil hanging problem automatic display light off
341,2,Very slow
342,2,Don’t purchase …after using 1 month phone is too slow
343,2,Bed mobile new nahi old mobile varjan
344,2,Low performance
345,2,It's a nice and simple phone.It is just for very normal usage
346,2,Display and camera quality is very worse. Who want good display it's not for them.
347,2,Very bad camera and also battery performance is not so good it's battery power is 5000 mah but it feels look like 3000 mah and this phone is hanging too much can't expect from realme this type of stupid.. Totally waste of money
348,2,Speakers are of very low quality.
349,2,"Hangs a lot
Camera is average"
350,2,Bad product
351,2,Hanging problem
352,2,Not good
353,2,Not working properly...camera quality is very bad...
354,2,Bad product
355,2,Very bad mobile .....hang up after 2 months...
356,2,Very Slow speed phone👎👎👎
357,2,Not satisfied
358,2,Bad worst
359,2,Average
360,2,"Processor was slow,
Touch screen was not working properly we get response slowly.
Google go version install, and Google not supported.
Screen shot options was not available."
361,2,Camera quality is very poor..
362,2,It's ok ok type it's too much price as per the product quality
363,2,Screen revulsion not good
364,2,Pictures quality very low
365,2,Good quality thanks flipkart
366,2,Bad Quality
367,2,Camera very bad quality
368,2,Battery is very bad...
369,2,It's good but not too much...
370,2,"I am No like this is product poor
Mobile problem Han ok"
371,2,Pho e performance was not satisfactory
372,2,Sound is worst
373,2,Not fm radio
374,2,Average
375,2,Nice
376,2,"Waste product , from realme company"
377,2,"Device is not connecting with my wifi automatically a after i turned on ""connect automatically"" in my devide every time i have to re enter password
Updates are not downloading and installing properly
Never suggest for gamming"
378,2,I m not satisfied exactly.
379,2,Average
380,2,Normal
381,2,Cemera bed quality
382,2,"New mobile phone hang start
Camera quality bakwas
Display quality bakwas
5000 mah battery show but nut run full day"
383,2,Don't buy now tz products
384,2,It battery backup is very poor and during call the voice is not clear.
385,2,It's Android Go.. not supporting many apps.
386,2,Battery problem
387,2,C 11 not good product
388,2,Heating issue..
389,2,Spiker sounds are very poor in quality 😕
390,2,Background no run any app
391,2,Without using phone battery drain continually .
392,2,Bad performance
393,2,Back cover not available .ear phone not available.
394,2,Speaker 🔊 place is not ok
395,2,"It works really very slow and there is no apps from the realme software all the apps are from Google. like Google phone, Google message, Google gallery, and all the Google apps takes too much RAM which eventually makes the phone slow. And camera quality is also very low

But I appreciate battery 🔋 it gives really backup."
396,2,Screen view quality not good cast screen option is not working but mobile is good
397,2,The performance is very much slow. & I don't know why the internet isn't working in this phone. Worst experience with this one.
398,2,Not so good
399,2,10 days phone is Swich off.
400,2,Bad products
401,2,Charging problem
402,2,Not working properly
403,2,Nice
404,2,Worst camera
405,2,Talking After 5minutes It Is highly heated. Don't buy it Worst of money
406,2,"I have taken this phone for my father, it has horrible camera quality. Not at all recommended. Battery is the only thing better i can see. I will not recommend to biy"
407,2,Camera is very very low quality.
408,2,"Poor voice calling,no noise reduction, highly network issues."
409,2,Phone was stucking
410,2,Not good produced
411,2,Just ok ok
412,2,Very bad
413,2,Hotspot not connected to pc
414,2,Don't have app clone features
415,2,"Good phone at this price, fingerprint sensor function not available for that 3star given. Rest of all good"
416,2,Bad product....
417,2,"I don't have app lock .
Worst mobile I have ever bought"
418,2,"Mobile speaker is placed on the backside of the phone, this is a major drawback, if we place the phone on any flat surface then you can't hear the mobile ringing.

Second problem is the ringtone volume of the phone, it automatically gets to silent. We can barely hear the ring volume thought the volume is set to 60-70%.

Overall, I am not happy with the product."
419,2,Not bad
420,2,Procces low
421,2,"I am not satisfied with the android edition, not having many features when compared to other android version"
422,2,Camera Quality is not as expected
423,2,Quality is low
424,2,Poor sounds
425,2,"Not good product
Vast of money"
426,2,Not type c pin for charging & charger properly not fited to phone.
427,2,Charging adapter is not working।
428,2,"Lot of options are missing not a upgraded mobile
Very slow
Sound is not audible when mobile is on bed because speakers is back"
429,2,Battery 🔋 heating problem drains battery quickly
430,2,Camera quality is too bad
431,2,Am got the phone by my grand father. phone was very hang from beginning. Phone not including radio facility another android apps. This phone was not compared to another android phone. 2 GB ram phone but phone start time and now at time phone was very hang. Very cheep performance.
432,2,I am disappointed for Realme. They launched c11 in 2020 with a Mediatek processor. There was inbuilt FM. They launched 2021 version with a poor processor and no FM. There are so many phones they are launching with so many changes. How customers know? I buoght it in BBD on Flipkart and can't return. It was for my mom who loves to listen FM. Now I have to buy an FM set. Regrets.
433,2,Avarage
434,2,"When I recieved mobile I found ringing volume is very low, finger sensor is not working properly, performance is also little bit slow. I have placed return but they have sent technician to my home to fix the bugs. Camera clarity is also not satisfied."
435,2,Not good but normally use fine
436,2,Because navigation bar is opposite side in basic navigation bar
437,2,Finger print not available
438,2,Network quality low
439,2,Never buy
440,2,Realme giving most 3rd class ui in this phone. realme ui 2.0 go edition is not comfortable for this or any other phone because this ui reduce features from your phone many things you can't do in this phone after telling 1000 times to update their ui they didn't care about it only because it's a low budget phone. Realme c11 2020 edition is far better than Realme c11 2021 edition. They didn't update there model they undergrad their model.
441,2,Camera quality not good
442,2,"Home screen and wallpaper settings are not available under settings tab, Widgets are also not available. Customer care isn't helpful."
443,2,Poor phone
444,2,Mobile charge very bad 😝🙅🏻‍♂️
445,2,"Sound quality is too poor. .
Wastage of money"
446,2,Software more option missing
447,2,Normal product
448,2,Very bad
449,2,When I bought the phone my old one was lost.. so that emergency situation I planned to buy this. As per value of money the product is average. No finger print lock system.. battery back up below average.
450,2,Very bad experience realmi c11 chrome can't update additional setting option not showing only 7 days uses a I am very bad experience this mob I m using redmi7A from 1.5years no one ishu redmi is great realmi c11 vey third class processor
451,2,First of all it's a google stock phone. Be sure before purchasing. While recording a call this phone notify the other party.
452,2,Not working perfectly
453,2,Enjoy low price... Slow work
454,2,Not good
455,2,It gets hanged very much
456,2,Ok
457,2,Verry bad phone doesn't purchase anione
458,2,"Very slow, you can’t have more than 3 or 4 apps
Really disappointed, not worth the price…"
459,2,No like
460,2,VRY POORS
461,2,Performance is not good and battery backup is very poor so I am not happy from Flipkart
462,2,Waste product don’t buy by god sake !
463,2,The phone performance is very slow always sticks for minimum usage only
464,2,ok ok
465,2,Not good
466,2,Very bad quality
467,2,This phone camera is good quality battery is 5000 mah but heating issue lots and hang also lots. I m surprised for hanging issue beacuse I purchase this cell only 5 days.
468,2,Need more camera in phone at least one
469,2,Average Phone
470,2,Worest camera performance
471,2,Android go for the first time user experience otherwise waste of money
472,2,Low quality
473,2,Nice mobile for online class
474,2,"Sound quality not good....
Camera below average....
Speed just acceptable....
Overall unworthy purchase"
475,2,"With in 20 days of purchase red hair line appeared in the screen, how would you rate the quality ?"
476,2,Battery no charging
477,2,Very bad
478,2,"Very bad
Speaker is not working
Weaste for money"
479,3,"Realme C11 2021 edition is nice
I am Purchased this phone for My big brother
Camera 8mp Rear, 5mp Front
Battery 5000mah
I am not satisfy this phones charging Slot
Because Type C charging slot Is better than Micro Usb
Fast charging support not Available
10w charger and micro usb cable in the box

This phone not good but Micromax in 1b or 2b is better phone for Cheap buget i Really suggest this Phones.
Don't buy this phone because fingerprint sensor is not available
I want Figerprint sensor b...
READ MORE"
480,3,"Mobile performance good for normal uses
Camera quality average
Battery performance good
Back side body poor
Display quality good"
481,3,Low cemra
482,3,Nice Phone
483,3,Heating issues.
484,3,Display camera is value for money but lot of network problems in indoor
485,3,"Fabulous phone , very nice display and battery backup"
486,3,It's good
487,3,"Value for money 💰

Goog battery

Good display in budget"
488,3,"The camera is no good results of pucture quality.
No proper out going calls. Every time to switch off n restart the only I can get out going call.
In all its functioning is worst n not upto its brand
Request to replace mobile with Redmi Note 9A.
I hope u will understand the problems with C11 Realme.
I hope u will do needful In view if the circumstances as explained Supra.
A line in the matter will be very much appreciated."
489,3,ok
490,3,Good
491,3,Good
492,3,Phone is too slow
493,3,The phone is nice but we didn't get the headset
494,3,NOT BAD
495,3,Camera not good
496,3,"The mobile doesn't has WIDGETS function to add any app's widget
The mobile doesn't allows to create shortcuts to create for multiple folder access
The mobile doesn't has the functionality of Side-bar / floating window
The mobile's UI that is GO EDITION is not at all good as compared to Realme UI 2.0"
497,3,Good
498,3,Nice product
499,3,Poor camera quality
500,3,Good products
501,3,Over
502,3,Average and slow
503,3,Nice
504,3,Just ok.
505,3,"Cemera is ot that grate it is ok ok
Batry is very good
And talking about falut mobile getting heat after use"
506,3,Hang issue
507,3,Good but I expected dual camera at this price because in details it is written that this phone has 13 MP dual camera..but really it has only 8 MP single rear camera...btw budget phone...
508,3,"Not good as Vivo/oppo/samsung

Good battery,good display
Very bad camera
Very bad operating system"
509,3,Good
510,3,Good for average user
511,3,The ROM is very buggy and slow. It is way better with custom ROM
512,3,Avarage
513,3,Not good
514,3,Good purchase
515,3,Super prodect
516,3,Nice Mobile
517,3,Good
518,3,"It looks very good,but sound quality was very poor apart from that every thing is okey"
519,3,good but android 11 is useless in this product many features of android 11 is missing
520,3,Don't like setting method and or method
521,3,Good
522,3,It does not support 5g speed
523,3,"This phone don't have any widget on the display
There is no theme section
It's not conneting with the Bluetooth speakers"
524,3,Good
525,3,Not good
526,3,Goog product...
527,3,Good photo on this budget range
528,3,Value for money 💰
529,3,Ok
530,3,Overall Good Product
531,3,Average
532,3,Okay..Screen quality should be improved.
533,3,Good phone for light use. Doesn't have widget option.
534,3,Nice phone but back cover not good
535,3,Good product 👍👍
536,3,Average
537,3,Gud quality
538,3,Value for money
539,3,Nice phone.
540,3,Nicely
541,3,Good
542,3,Normal
543,3,It hangs sometimes without any use .......on other side product was good and sexy 🔥😂
544,3,Excellent but low quality display and
545,3,Nice phone
546,3,Nic phone
547,3,Okay
548,3,Better phone
549,3,OK for old ages
550,3,Super product
551,3,good for the price
552,3,Good paking mobile is very good
553,3,"Just ok ... not that great..
Display not so good..
Dull phone"
554,3,Over all good mobile
555,3,Good
556,3,Just OK
557,3,Good
558,3,Good product
559,3,Not bad
560,3,Overall good product
561,3,Overall okay okay
562,3,Ok
563,3,Good
564,3,Good
565,3,Nice phone
566,3,Best phone
567,3,Nice
568,3,Good phone
569,3,It was okk not good but this range of price this product was good
570,3,Good but not best
571,3,Ok
572,3,Fine
573,3,Ok
574,3,under budget
575,3,Money better ok
576,3,Not good
577,3,Nice
578,3,This phone is very hang
579,3,Just ok
580,3,👍👏👏👏👏👏nice product
581,3,Nice
582,3,Not bad...ok
583,3,Good and cheapest phone
584,3,Better
585,3,Nice mobile but delivery so dealy
586,3,Supar product bat note a battery berekup supar
587,3,According to price range good product. Decent performance
588,3,Need to improve camera quality
589,3,Good
590,3,Nice item
591,3,Not bad
592,3,Nice phone on this price
593,3,Whats video calling is not working..waste of money
594,3,Good
595,3,Very basic mobile . Battery ok. Camera very low
596,3,OK
597,3,Very good phone
598,3,Hit the phone very bad
599,3,not bad not good
600,3,Good for its price of 7000
601,3,"Hang and auto switch off issues
after 1month."
602,3,Ok
603,3,Good quality
604,3,Varry good product
605,3,"Pretty average phone, but for the price point it's great. And it's good for the section of people that doesn't want a lot of features and just get the basics of the things done. So yeah go for it if you're not a techno nerd!"
606,3,Not bad
607,3,Normal use ok
608,3,It's ok for the price but looks like there are issues with the speaker.
609,3,Not good
610,3,Normal
611,3,Hanging problem
612,3,Very good product
613,3,Best phone 👍👍
614,3,Amazing product
615,3,Fingerprint is mising this mobile.
616,3,Its not bed but 6999 many other good mobile here
617,3,Nice for this range
618,3,This phone good .
619,3,System navigation settings is not good....
620,3,"Camera is not ok otherwise ok, so I m giving 3 star rating"
621,3,Sounds quality is not good
622,3,WiFi issue in this model. Unable to switch on wifi. Every time need to restart phone to connect wifi. After some time again wifi turn off automatically.
623,3,Overall mobile ok but camera quality is poor after click the image but this price range this smartphone is better than other brand.
624,3,Reasonable price performance good working
625,3,Nice
626,3,"Really a budget phone. I can say it's OK.
Fliocart service is very bed"
627,3,ok
628,3,Just ok nothing else..
629,3,"O.S is not so optimized. Many basic functions are missing. Speed is good. No heating issues. Large display. Good battery back up. Camera is not good.

However if we think about the pricing, these features are sufficient."
630,3,Good
631,3,Fine
632,3,"At a glance phone is too good . But the setting section of phone is too boar and confusing rather than the other Android phones and it also don't provide much facilities of realme c first Series . So, if you are looking for a user friendly phone in this prize better to choose the other ones. Phone is good except the very confusing and minimalist setting portion."
633,3,Average Mobile phones
634,3,It's not great but good for normal use. Not made for gaming and heavy use.
635,3,Nice phone is price
636,3,Nice
637,3,Not Bad but working was normal phone
638,3,Goog
639,3,Nice 👍☺️
640,3,Good 🙂🙂🙂
