index,ratings,reviews
201,1,"Don't buy any phone in Flipkart on EMI, they are cheating to show no cost EMI. When you purchase any phone in EMI after that interest will be added in your EMI. so be alert."
202,1,Most bogus phone I have used ever.The display quality breaks out the supreme legacy of Samsung display which Samsung is mostly well known for.The fonts and images are blurry and irritate eyes even during normal insta and facebook surfs. So bigg down thumb. 👎👎👎👎👎Flipkart_kmkb😡😡
203,1,"Please don't buy this product, hanging lots of time"
204,2,"Everything in this mobile is pretty good and android is lovely. A very bad experience from samsung. Network problem is really unacceptable. In the area where network is very high in this area it is saying out of network coverage area. At all, not happy with the performance of the mobile. I was very excited bcoz this was my 1st ever samsung mobile till now."
205,2,"Rear Camera is not too Good.
Front is not like 13MP it is like as 5MP camera Low light photo is very bad, don't capture clear photo.
Front Camera rating 3 within 5

Display is not Full HD.. so you can see pixels on screen.. not smooth.. I am Suggesting everyone Full HD or Full HD+

Battary Backup is Also Good but it take to full charge around 2 hours +

Performance is not too Good, it take much time to open apps.. and sometimes show not responding,
little Hanging Problems when you have run ...
READ MORE"
206,2,"# Battery not like 6000.its 1day regular use...
# not sure to use in 2nd day.
# display is small i'm not satisfied about.
# sound level is low...
# charging point also headset point need to be top side when using the headset it irritated...
# bold option is not available when typing data.
# charger + cable quality is not good.
# when unboxing the mobile, packing not like professional
Like someone to repacking.
# i'm not happy to purchase F22...samsung compromising about quality, not maint...
READ MORE"
207,2,its not at good for gaming games like PUBG and on other hand the radiation emitted by it sims high make my ear hot from inside...
208,2,"If someone make call on F22.
Problem is your number is not in network area.
I m facing big problem. I complaint to flipkart but no response yet."
209,2,"The major problem of this phone is ""Incoming calls not Received...""
It is not VoLte Mobile It's a LTE mobile
Otherwise Battery & Display is Good.
Camera performance is moderate...Not so good

Think before you buy, that you have not received any incoming calls not received...👌"
210,2,Not happy
211,2,"though it is so called super amoled screen but it is worst screen quality I have ever used, because of the 274 PPI which makes it pathetic to use as pixels are visible while watching videos or generally using phone. You can see the blurry edges of menu Icons on screen. Sim tray is so fragile that I almost broke it while inserting into the slot ( nokia provides the best quality hardware....only hardware). The only good thing happened with this purchase is delivery by Flipkart."
212,2,"(1) Camera - front camera is not good look like 5mp camera , back camera is average , night photos is not too good according to this price range MI and realme mobiles comparison .
(2) Disappointed to screen shot features old method is applicable in this phone volume and power button , direct 3 fingure method is not applicable .
(3) slow charging ."
213,2,Very bad
214,2,Mobile is good but camera is worst. 48MP is just eyewash. If you want good camera then don't buy this phone.
215,2,Bad mobile my money waste not good service by flipkart
216,2,"User interface is worst , taking screenshots is hectic process and still you can't take your desired screen shot"
217,2,Hanging problum new phone
218,2,Charging speed very slow 16% charge in 1hrs
219,2,Upgrade to charger. Minimum 25W
220,2,"Don't fall for paid reviews, all the great features of this phone doesn't really matters if Samsung gives such a poor display with it, 280 PPI display is not acceptable these days. Really dissappointed with the display"
221,2,"I'm not happy ! Phone box not headset ? But phone is OK ...!
Camera it's OK, ! Battery OK!"
222,2,"Overall thephone is good but irritating ads from UI, it auto installs unnecessary apps from nowhere"
223,2,His processor is very bad
224,2,Not expected .Battery life approx 36 hours with normal uses.
225,2,Problem in microphone u cannot hear clearly while calling not at all satisfied
226,2,Very poor performance of phone
227,2,Camera and display quality very poor
228,2,Performance is very slow.
229,2,Camera 📷 quality not good
230,2,Touch screen is not working after pucchasing of only 1 month
231,2,Camera is very poor
232,2,Image quility very bad and high weighted phone
233,2,"Adaptive brightness is slow, no inbulit app lock or file safe, camera not good,"
234,2,Not that gud
235,2,"Every 3,4days its finger touch luck not working, when someone calling its not shown in screen, some time its got hanged, not experience before in samsung mobile"
236,2,Charging issue more than two hours
237,2,Better not to buy
238,2,Networking problem
239,2,Display is not good and camera is also ok not good
240,2,low quality
241,2,Not good
242,2,Package quality very bad.
243,2,Not bad
244,2,Not ok
245,2,Average product not expecting from samsung
246,2,Speaker not. Working
247,2,avarage
248,2,Camera quality poor
249,2,Best many bad camera and display
250,2,"Slow Processor
Flash Ligh Camera Picture Very Very Bad
Good Battery"
251,2,"If you have ever used full hd plus display, don't buy any hd plus display. It is very disappointing."
252,2,no recommended
253,2,Feel not interested
254,2,Not a good screen it broke in 2 weeks
255,2,Hanging problem same for it Samsung it's 2021 but Samsung still not fix.
256,2,Low light image is very bad..
257,2,Calling disturb
258,2,Very bad display...
259,2,Network problem big issue this phone
260,2,All features are available in the phone but side button finger unlock is not easily functional.it is very difficult to activate function.it is also not shown clear on the screen whether the phone is unlocked or not as it always shows power off or restart or emergency function buttons.overall device is same as others.
261,2,"I using this phone for 18 days
Don't buy this phone because it has network issue
I'm seriously talking the network is very very slow
Battery very good (5/5)
Display good(4/5)
Camera not that good (3/5)
Network speed (2/5)
This phones major issue is only very slow internet speed."
262,2,Phone screen Breadth is thick. I am not accepting this from samsung mobile. If your want Breadth display do not buy this product
263,2,Camera not up to mark.very disappointed
264,2,"Connectivity is bad. Some time Mobile connection will not available . We have to restart.
This is the first time using Samsung brand .
Not up to the mark"
265,2,"1. Does not have app lock.
2. Does not have google keypad.
3. Does not show real time network speed.
4. Does not show data usage on home screen.
5.Does not support handwriting.
5 Internet doesn't work properly.
6. Doesn't have music player.
7. Doesn't have video player"
266,2,Display & cam quality is very bad
267,2,Charging speed is too slow
268,2,Hang and heating phone
269,2,Side mounted Fingerprint sensor not working since day one... Defective piece send by Flipkart...so disappointed...
270,2,Network problems 😑😪
271,2,waste
272,2,Mobile gets hanged
273,2,Very bed quality I have used only 10 days speaker is not working
274,2,"Battery not satisfactory, performance average,"
275,2,After 15 days My phone suddenly stopped taking charging.... Now my return policy also ended.....
276,2,Bettry and camera display not good
277,2,When charging phone hitting. Same time phone possess slow
278,2,Battery is very poor and many bugs in software I can't believe it's samsung can make such a poor handset very disappointing
279,2,Wifi connectivity is very bad.
280,2,In all samsung phone's same issue repeated. Phone hanging issue. We really disappointed 😞
281,2,front camera not good 😐
282,2,Both Cameras are not good
283,2,Overall the goodphone
284,2,This is not super
285,3,Its a good allrounder smartphone but if you are looking it just for display purpose its display is decent but not the best. So for better display go for m21 2021 edition but you have to compromise on performance and 90hz refresh rate there.
286,3,Phone is very good
287,3,OSM Phone📱
288,3,Front camera is very bad.. more redish type selfie.. like 2mp camera
289,3,"Charging very slow

but mobile is very good

Back camera is 48 mp is not real camera pictures quality very bad"
290,3,"F22 is gives a premium felling,camera,design, super amoled display,and other features,
But only one problem is battery life and charging speed is not as much as adaptive fast charging, it's too slow even in 15w charger, it almost takes 3 or more time to full charge,
So samsung please work on it and it's meaningless if f22 support 25w charging speed, then why you gives only 15w charger😔😔😔😔😔😔😔😤😤😤😤😤"
291,3,Good mobile for this price range.
292,3,"Batary,and display good ,but without internet no call recived😬😬, when internet on then incomming recived, 😡😡😡😡its a LTE not VoTEL"
293,3,"*Amoled display is much better than IPS display.
*Camera captures poor quality of photos in both indoor and outdoor.
*Battery is larger and amazing.
*Bulky because of big battery. It is not concern.
*You don't feel premium quality.
*HD screen is not an issue.
*Display is protected by Gorilla glass but must have screen guard.
*Back is plastic and sturdy.
* Value of money if camera is improved.
Overall 4 out of 5🙂"
294,3,Buy for this range but camera quality is poor and display or battery life is so good very slow delivery thnkuu Flipkart
295,3,Camera is not good..everything else is good..Battery is excellent..if it is seen from the point of view of money then it is excellent
296,3,Average phone😏😏
297,3,Just ok
298,3,Decent camera 📷
299,3,best screen on low cost mobile. branded. but worst camera experience from samsung. not even at per with J series cameras. bogus 48mp. front camera is better. speaker output is very low. battery back up is good. processor is average. facing some lags. earphone output is good.
300,3,Everything is best but camera is not good.
301,3,Display not good. If it was fhd then it's ok. But it is hd. When u zoom a picture it's going broken. Ca not support. Battery is awesome.
302,3,Only selfie camera not perfect 🥲 everything is OK 🥰
303,3,"Resolution is not upto mark.
Phone is little bit bulky."
304,3,Display is good for this price but camera need to upgraded.
305,3,Good one...but not as expected
306,3,Good product as compared to chinnese mobiles in the same price segment
307,3,Good
308,3,"Product is all over fine. Not for heavy user.
Display :- 4/5
Battery :- 4/5
Camera :- 3/5
Charging :- 3/5 (15 w charger in box), takes 2 hrs for full charging from 0 to 100
Gaming experience:- 3/5

Best in this price segment."
309,3,All things are good except the display is not full hd and sone of the internal parts may be loose in my model because I can feel it when I tap on the back of the phone. Cameras are not extraordinary as u will expect from samsung but a regular camera like mi Or redmi phones.
310,3,Phone system not OK. Camera 48 mp false not very good. Screen shot system bed. Not data reading show. Better OK. Redmi OK systum
311,3,Jsttt Wowwwwww...
312,3,Best mobile
313,3,Phone dad
314,3,Nice phone
315,3,Average in design and look. But a good mobile for basic users
316,3,Tach not good
317,3,Good
318,3,Processor not good
319,3,Ok
320,3,Phone is lagging a little bit
321,3,"I am upset for display, If have full hd+ .
Then better for all...."
322,3,Ok
323,3,The touch screen is not working properly
324,3,Good
325,3,"The best in segment!!!
Extreemly happy with this device. Its
Super display will give you the best movie experience. And powerful battery gives 2 days of backup."
326,3,ok product
327,3,Normally good
328,3,Thank you
329,3,Display Quality bad
330,3,Average photo quality.
331,3,ok
332,3,Good
333,3,average mobile
334,3,Nice
335,3,charging time it is so hot
336,3,"Sim doesn't detect and flash on screen ""No sim card"", i tried to eject sim tray many times but didn't worked, cleared data of sim card tools and restarted my mobile but same problems happening again and again..."
337,3,Nice mobile
338,3,Average
339,3,Good
340,3,Ok
341,3,Normal phone
342,3,Good 👍
343,3,Nice product
344,3,"Fast charging not available & camera quility good, speed and refresh rate good as compare to other phones. Overall good in this price."
345,3,Very nice mobile phone
346,3,Nice
347,3,"Now I am using since one month, overall performance is good."
348,3,Just okay
349,3,Very good phone on this budget
350,3,Okay
351,3,"Camera quality is not good
Display is average"
352,3,good
353,3,Good phone
354,3,Nor good/nor bad choice is yours
355,3,It's nice product. I'm proud that I got this in a affordable price.
356,3,Too much time take for battary recharge
357,3,Overall ok
358,3,"Wrist sound quality
Not useful for listening music over headphones"
359,3,"except display,battery,vibration sound and mobile size nothing is satisfactory."
360,3,Good phone under 11000
361,3,Weight bulki next ok
362,3,Very bad camera
363,3,"Overall looks fine ,but Samsung mentioned Amoled screen it not best suited for 720p resolution, I am literally able to see the each and every pixel on screen,display quality is very bad.not value for money."
364,3,Good product.. little bit heating issue
365,3,Good
366,3,"Not the fastest phone out there. But descent for an entry level phone. Camera is usable for documents , information etc but don't expect great photos out of it. I bought it as my secondary device hence suitable for me. Battery life is good. Samsung could have shipped a silicon case with plastic screen protector with it."
367,3,Its ok gud mobile
368,3,Ok
369,3,Very bad phone
370,3,Good
371,3,Good
372,3,No Fhd resolution... So display dull though it has so called super amoled display. Not impressive.
373,3,"Camera performance average, battery is good"
374,3,Was okay
375,3,Good
376,3,I loved it
377,3,Everything is ok but battery backup not better
378,3,Amoled display is best for this budget.but hd plus display not satisfied.camera is average performance in low light.performance not bad.overall my feedback this phone ok for light users this price range.thank you.
379,3,"Good phone battery 6000 but take time to charge screen
Good but camera is not ok low grade other then phone will be ok"
380,3,"The phone with this price range is good But I disappionted in the side of display, the phone is very good For normal use. not for gaming and high performed programs. In the side of battery its Ausome If you are a normal user this phone is very good for your, and if you are a gamer of or doing with high performance activity Find some new one ."
381,3,"Signals strength too weak....


Better to don't buy..."
382,3,In night Face unlock is very poor 😐 and every thing is Excellent please do improve it
383,3,Okey
384,3,Good phone
385,3,Touch response not upto the mark. UI a bit Laggy
386,3,"5 month used review
*Primary camera is good but front camera is worst
*great Battery backup but charging time is too long upto 2.30 hrs
*Verybad experience from software side phone closes applications when even very normal or less usage. normal usage are also bad so don't go gamers to this one
*looks like cheap one low quality plastic made
*Phone thickness is very high bulky fon 9.5 mm thickand 200g above weight
*Whatspp data moves automatically to an hidden folder
*Gallery interface is also...
READ MORE"
387,3,Was ok
388,3,Battery and display is good. Rest all are okay.
389,3,"Good phone, but little bit high Price"
390,3,Display hanging some time..touch screen is bad..
391,3,Good
392,3,All-over good 😋
393,3,Good
394,3,"Phone's screen is small , and charger is not working. They have given me useless adapter and I have to struggle now because of that. New phone but charger's adapter is not not working ."
395,3,Average it's good
396,3,"Built quality not very good, while talking on phone we can feel back panel vibration because of speaker."
397,3,Good
398,3,good
399,3,Good
400,3,Ok
401,3,"Cons :- 1. Super Slow Charging it takes 3hr and 30 minutes to charge 0 to 100 % and 0 to 40% 1 hr , next 1 hr it reaches to 60 % and next 1hr 30 minutes to full charge.

2. Also adaptive brightness has issues Have to adjust manually to work it normal.
3. Text and images and icons look blurry and gridlines are visible but watching videos is good experience in it.
4. Camera is not 48 megapixels it lacks imahe quality. Selfie camera is also bad.

There are limited customization options to choose...
READ MORE"
402,3,OK better batary full 👌
403,3,Camera quality bad
404,3,"Not working as expected,camera and battery performance is good."
405,3,Camera quality could have been better.
406,3,Good phone in this price range
407,3,Camera quality low
408,3,Camera quality is all right
409,3,Price should reduce. Front camera should 20 mpxl.
410,3,Good
411,3,"Camera, battery, prosser is very good
But display finishing is not very good.
After all this model is very special...♥️"
412,3,"Display is not as expected from Samsung, but battery is looking like good after one week use, camera is reasonable but could have been better."
413,3,Very poor
414,3,Except camera everything is good..camera is very poor both selfi and rear...
415,3,Good for daily use ❤
416,3,Samsung please pass an update for it's cameras. Portrait edge detection is not upto the mark.
417,3,Average
418,3,"Lagy prosser, not sharp display, mobile width size small, camera ok for price point"
419,3,"Display resolution is only hd you will definitely notice if you have used a full hd display.camera is just average
Performance is fine and the battery life is superb"
420,3,Nice
421,3,Ok
422,3,Good phone
423,3,Nice
424,3,"Battery good
Camera good but night time not okk"
425,3,Just a little problem with its display as it is HD+ . Otherwise all things are great.
426,3,Good
427,3,Heats a lot while charging
428,3,"Just ok in this price range..

Except Super AMOLED...Nothing great !"
429,3,Great
430,3,Not good looking and camera quality is poor
431,3,SIM 1 ia not working properly.
432,3,Mobile is good but delivery is too late..
433,3,Call do not connect always repeat out of network coverage
434,3,Value money is good product Samsung f22
435,3,Good
436,3,Facing Network issue ..but overall it's OK .
437,3,Very lite phone
438,3,Nothing
439,3,Network and brightness issue
440,3,Just ok
441,3,It's just a simple mobile like our parents used before days..Samsung is day by day compromising its quality.at 12499 its not good deal...
442,3,Good
443,3,Good product.
444,3,Camera memory performance battery all are working well..... But i have facing problem in charger which not working properly.....
445,3,Hanging problem after 1 week of use.
446,3,Phone is smooth 👌
447,3,I love it samsung product because nice design not build quality
448,3,"Not bad... Display poor, camera not bad, battery ok.... My rating 3/5"
449,3,Lookwise very good but I will prefer real mi
450,3,"a good phone but missing some features like screen recording, bixby voice assistance, etc."
451,3,Useless phone
452,3,Good for the budget
453,3,"Speaker Volume is very Low as Compared to other. Camera OK, no big difference if compared to other low MP camera, Battery Backup good."
454,3,It is not bad 👎
455,3,Super I am happy tq flipkart
456,3,Front cam is not good
457,3,Nyc
458,3,This phone is very good
459,3,It's a bit over rated product
460,3,Average
461,3,Ok
462,3,I didn't like front camera but rear camera is good.. overall phone is good according to money
463,3,Average
464,3,nice
465,3,Battery n display is very good but the performance is very poor
466,3,I am giving three star because it does not have Secure Folder and in-built screen recorder you have to install from google play store. At this price point phone performance is excellent.
467,3,Not worthy for money
468,3,Good not bad
469,3,Is good
470,3,"In this price range other smartphone brands are giving a fast performance but it's not too speed , I am facing normal hang in normal use so I have not any online game (Free fire/ Bgmi) till now..."
471,3,Just ok
