index,ratings,reviews
105,1,The most important thing is call recording option is selected for saved numbers or unknown numbers..at a time both not possible ....waste of money
106,1,"One word Disaster

Lot of glitches switch users and GUI.

Grow a pair Oppo otherwise not channce."
107,1,"Don't buy this
The camera is worst.. also it doesn't have fast charging too...
Go with MI best phones in this price"
108,1,"Camera very bad .
Totally West of maney..
slow motion vedio quality is soooooooooooooooo bad . strongly suggest do not purchase"
109,1,Waste phone in india
110,1,Beautiful guide
111,1,Third class service by flipkart and very worst product by oppo camera is not good
112,1,Waste Mobile waste of money
113,1,Not good quality oppo A53s
114,1,Very slow connectivity
115,1,"Very poor performanc please don't buy this *
products"
116,1,Worst mobile...worst products from oppo and vivo....not worth for the price...can only be purchased if it is for 10k ok otherwise don't purchase it
117,1,"Sound very low, sound problem"
118,1,Worst experience
119,1,WROST EXPERIANCE IN DELIVERY
120,1,Screen is brightness is very low
121,1,Very poor product
122,1,Worst product ever seen
123,1,Charging is very slow
124,1,applications very slow and loud speaker very low sound
125,1,It's have only camera 📸 problems
126,1,Camera not Full screen
127,1,"Worst camera,it ain't even worth the price tag it has.display is below average, performance of the phone is average,overall the phone ain't that good to buy"
128,1,"Don't buy this, otherwise you have to suffer like me. After 3 days of my new pH it is of switch off,, worst product."
129,1,Waste money
130,1,Camera quantity very bad
131,1,"Fast charge is not working, battery issues return is not possible after long time i lost my money dont't buy this phone"
132,1,Vare nice
133,1,Voice comes with a lot of distapence when it comes to a phone call Worst phone
134,1,"Camera quality is not up to the mark ,
All things ok but poor quality of camera it's useless ,
Flipkart refuse to return it's ,So before buy think thousand times ."
135,1,"I got the device
Within 2 days its started getting hang
Device has connectivity issue with internet as well
Pathetic experience
Unsatisfactory"
136,1,worst camera and processor games lack while playing free fire
137,1,Camera performance is poor and replacement not approved
138,1,"Back Camera issue, heating and hanging issues"
139,1,Front camera is very low quality
140,1,Nat good mb phone and hang problem critical and network problem
141,1,Delivery is very late batry qulity very bad side finger print some times not working
142,1,Phone is looking OK but charging time is too high and battery backup is also very low
143,1,"Guys if you are purchasing mobile under 15k ,I request not to purchase this mobile,it looks like old phone and screen is so dull .."
144,1,Good luck good good good good good good good good good good good good good good good good good good good good good good nice phone
145,1,"Sound is not good
Battery performance not good
Display average"
146,1,No voot charging
147,1,Not a call recorder also phone function not well
148,1,Camera worst clearty
149,1,"Camera quality is very poor
Network problem"
150,1,I hate you phone
151,1,Camera clarity is not good all
152,1,Bad device
153,1,Battery backup good but charging time 3hour and camera not batter
154,1,Camera quality bad
155,1,Phone is not good as expected internet is slow and calling not good video calling full screen
156,1,Worst mobile ... performance is too bad...
157,1,Didn't support video call
158,1,More expensive
159,1,Very Bad Defective product
160,1,Not head set whey
161,1,Ok
162,1,WhatsApp camera is not working properly
163,1,"After 1week there line in a display,,,im unsatishfy"
164,1,In built dead pixel found on mobile screen
165,1,Westage off Money to buy this phone.
166,1,"Very bed camera ,"
167,1,Average
168,1,Very bad
169,1,Quality issues
170,1,"After one week Dispay auto damage
Now phone is useless"
171,1,Display performense very low.
172,1,Not better
173,1,Worst camera quality and battery back up.
174,1,Not a parfect phone
175,1,Cemara is worst👎
176,1,"Do not buy phone very poor camera quality
Please 🙏 do not buy this phone"
177,1,Photo quality is totaly waste ...I just compare with nokia 5.1 plus ...this is suparb ..but this phone very bad quality.....photo both front and rear......I really disappointed
178,1,Charging decreased fastly
179,1,Vry bad product
180,1,Don't buy this processor phones...its
181,1,Good product
182,1,Cemra is very bad
183,1,worst phone... don't buy and get cheated
184,1,Not worth
185,1,Gyro camera not work properly
186,1,Bad product and waste of money replacement option is not working mobile too much hanging flipkart service also bad.. don't buy any mobile in this flipkart
187,1,Aww mobile
188,1,Camera is very poor
189,1,Product is very good for this price range. The delivery guy was so rude in behaviour. He was literally yelling at me. That was so disappointing. Bad experience
190,1,"Money invested for 5G only, other features not up to the mark on this price range"
191,1,"Don't buy rhis product.
No mic proper working.
Hv battery in 50% when I charge mobile take 1.20 hours to full charge. Very slow charging.
No auto recording show in file also when I record call function the lady talk sound also recorded.
Totally don't buy this"
192,1,Apps like zee5 sonyliv not working properly and scree light is not eye friendly. Waste of money. Highly disappointed.
193,1,Worst mobile. Don't buy this mobile
194,1,Proper not working/ speaker
195,1,Good
196,1,Very poor phone
197,1,Very bad quality
198,1,Very very wrost cell phone no camera quality no video quality...
199,1,Worst phone
200,1,"don't buy it guy's,,,Very very Bad product,,"
201,1,"Don't buy guy's, west many"
202,2,"After use of two weeks..
Camera is good
Battery bckup is decent
Performance is also decent
But
One problem hit me hard
It heats up like pressure cooker when i used my wifi for one and half hour watching a movie.
My phone almost burst..
Heating issue is too much"
203,2,Phone was very slow and hanging
204,2,not as much good
205,2,mobile auto restart and hang . display is not good. camera so so. overall not advisable .
206,2,Bad quality phone don't buy this phone
207,2,Avarage
208,2,"Camera is just bad...rest all specs are okay...
Not a great product..."
209,2,Wrost camera 📸
210,2,Not good as expected.Display and battery are not good..I think waste of buying
211,2,Phone is hanging for many applications when we use for the app lock . After restart only I can able to access
212,2,"No option to save call recording directly to device or SD card, it's saves in Heytap cloud which demands Mony to hire data.

Blurring in watching movies on prime video"
213,2,Camera quality very low..
214,2,Cemara is very low quality
215,2,"All features look good in the phone. But there will be one notification called 'turn off do not disturb'. It will keep on popping up regularly. It will be irritating. There's no option provided to disable it. Oh, my god! There's a new problem coming in this phone. Videos are not getting played suddenly after using for 3 months. And only solution is to upgrade the OS. This is recurring problem in my phone."
216,2,Camera quality is not as good as other models .
217,2,Not a good product
218,2,Image not good capture
219,2,"Camera problem ,battery week,just ok"
220,2,Very bad camera
221,2,Money waste
222,2,Worst product
223,2,"Camera was worst not expected with OPPO , Unsatisfied with this product , Software issues all the time ,"
224,2,Otg cable is not supported curapet any file and videos
225,2,Phone become faulty in 3 days
226,2,The product I received was little broken near the census or you can say near by front camera unfortunately I was out of station I couldn't take the unboxing video I received it after 13 days of devilery. Overall the product is working good it's worthy but only thing I got disappointed on the broken issue .
227,2,"I m not satisfied this phone.
Bad product"
228,2,Not so good
229,2,"Sound is very low,

Battery Backup is good"
230,2,I don't Phone
231,2,Not good
232,2,Battery last too less
233,2,"First time OPPO user with bad experience, Poor features, camera quality is poor"
234,2,Everything is good but camera is not good.... It's worst in its price range
235,2,Very bad
236,2,Disappointed
237,2,Camera not good.
238,2,Everything is ok as per speciation only battery back is poor.
239,2,"Finger lock is worng side, very defficult to manage"
240,2,I think it has a poor network. That is up down
241,2,Ok but camera quality very poor and sound also not sufficient
242,2,Camra quality is low
243,2,Not support third party app
244,2,Good quality product on that price but camera is not like that oppo has known for.
245,2,Camera was very poor quality
246,2,"camera quality very bad, charging time heating, not good product, i really sarrow. i am not happy to by this product."
247,2,"It is good phone ,but not are good service from flipkart service ...any promis not successful..delly service.. Exchange service are not good , coustomer pay dabble amount pay. But, ram, rom , look& battery is good..but camra is verry poor..."
248,2,Bad
249,2,Battery not good
250,2,I don't like
251,2,No value of money
252,2,Slow charging problem 😔😔😔😔😔and bettery backup is only 6 hour😔😔😔😔
253,2,Camera is very poor
254,2,Waste of money 💰 plzz don't buy
255,2,Very poor image night
256,2,Bad👎 product
257,2,Bad
258,2,Only camara is not good
259,2,"Please don't buy this product, if you are looking for good camera."
260,2,"After 4 months mobile charger socket damaged
No service lockdown after it scrapped"
261,2,"Very bad video streaming quality, do not purchase,"
262,2,Poor camera quality...
263,2,Bad product
264,2,Camera clarity is not good
265,2,Rear camera is not good.. . No richness in color
266,2,Not good
267,2,Camera not but battery backup and phone lookup is good
268,2,Charging slow
269,2,Waste of money
270,2,"Charger only 5v
Camera options not good (I used oppo a37 that is good)
Display resolution not good"
271,2,Phone is suddenly hang. Tuch is behaving like stuck no application work . Only doing re-start the phone to came back it working normal.
272,2,No comments
273,2,Not recommended
274,2,Suddenly hagging
275,2,Camera not gud
276,2,Bad choice
277,2,Not that good with this price point.
278,2,Speaker is not good it's so bad
279,2,Don't buy this phone slow charge camera also not good poor performance
280,2,Camera is not good. Rest is ok as per price. If you compromise with camera then buy.
281,2,"Hanging issues
Application are hanging and automatically close with in 5 seconds after hanging"
282,2,Normal
283,2,"Display is not up to the mark, back camera is not good, audio is loud but quality is not good, charger is very slow took too much time to charge totally waste of money"
284,2,Camera not up to the mark charging very slow only best part 5g not value for money.
285,2,Camera verry poor quality
286,2,Camra quality not good
287,2,Ok this product
288,2,Damage camera
289,3,Super phone
290,3,excellent camera quality😍
291,3,Value money to best battery life is best front camera is the best but back camera is normal
292,3,Supar
293,3,"I have been using this mobile last 9 days , camera quality is not up to the mark very cheap quality of the camera I would suggest go to another brand with same range"
294,3,14990/- Rs phone without gorilla glass amoled screen camera is also very low as 13/2/2/8 mega pixel it might be 32/2/2/13 mega pixel charge is also 10 watt it might be minimum 18 watt charge selling as lowest price 5g phone is good but it take time to use 5g network in India now not completely value for money against 15000/- Phones Battery processor and storage of good .
295,3,It’s okay okay
296,3,Good product
297,3,Good
298,3,"Appreciable one thing is that you get it with phone case and screen Gaurd, but actually disappointed with the camera"
299,3,Very good
300,3,Camera quality is very bad
301,3,"When call is coming or going, the internet gets stop"
302,3,Very good battery backup & nice selfie 🤳
303,3,Phone is ok but I found that it has hanging issues In my new phone I purchase it 1st time oppo brand
304,3,camera quality is very bad.. otherwise good but not very good
305,3,"All is well, except camera....Camera is very very bad"
306,3,"If you want to buy best camera and quick charge this Mobile won't suit you.. display is poor when in dark sun. Auto brightness is not working

If u want the budget phone with best ram and internal storage can go for it"
307,3,Good 👍
308,3,Camera not good
309,3,Not good camera quality is very bad ..... Very
310,3,Its only 5g phone rest very common
311,3,Mobile is good but (slow charging)
312,3,Worst camera...I don't like this mobile..
313,3,Osm phone
314,3,Nice 👍👍👍 ❤️
315,3,Clearity is ok
316,3,"Camera is very bad, battery backup is good.but display is also everage..."
317,3,Not displaying blocked messages and auto recording options
318,3,Okey
319,3,Average
320,3,Nice but
321,3,Good product
322,3,Phone is nice but it's not full HD and front camera is 8 mp which is not good . It should be 16 mp and full hd. Disappointed ☹️
323,3,Just Better in this prize range.
324,3,Not bad not good
325,3,Overall good product
326,3,I got my product as I like
327,3,Good
328,3,Okey
329,3,Nice mobile
330,3,Value for money
331,3,Happy with product but no gorilla glass
332,3,Touch quality bad
333,3,"Battery drain very fast,screen resolution normal,phone performance normal, camera as compared price normal"
334,3,Average
335,3,NICE PRODUCT
336,3,Network slow
337,3,Nice pic
338,3,"Sorry to say this msg
No good from my point of view
I feel like getting it from a shop better than flipkart

So, I am not happy"
339,3,More time mobile was Hanga
340,3,Ok
341,3,"Good phone
But camera results is not good"
342,3,Camera and bettry was okey in this price range
343,3,Good in the Price tag. Camera is GOOD
344,3,Good product 👍👍
345,3,Camera Is Very Bad
346,3,Nice
347,3,Good looking and normal weight
348,3,back camera quality is not good ... night click pics very bad
349,3,It is very bad device is very bad slow
350,3,Good
351,3,Very nice
352,3,Good
353,3,Value for money
354,3,Good but prize high
355,3,Good
356,3,Value for money. But camera and Display quality is just ok
357,3,Charging is very slow it takes more than 1 & half hour to full charge
358,3,"I am waiting for big billion sale again.
Such a great price. Value for money👌"
359,3,Nice
360,3,Good
361,3,Poor Display Quality
362,3,Nice
363,3,Good
364,3,Its ok in 5G range Amt
365,3,This is very best mobile but procesar. Is not good my mobile hang
366,3,Good
367,3,Good
368,3,Nice
369,3,Avarage Camera Quality
370,3,All is so good but the back camera is very poor quality just on a minor zoom it's become so dull.
371,3,Phone is good!
372,3,Very good
373,3,"Mobile is good
But display not good"
374,3,Ok
375,3,Some time network issue and discounts the call automatically and network issue use to airtel sim and vodafone sim and jio total sim use but not respons proper 5g
376,3,Camera very poor quality
377,3,Decent
378,3,Good
379,3,Very good product performance is too good and large storage value of money
380,3,It's hanging one or two movies loaded.i felt irritate.
381,3,Not bad
382,3,Not value for money....
383,3,Nice
384,3,Ok
385,3,Not good but within money it's okay
386,3,Battery charging is so slow
387,3,Okey
388,3,"It's ok
But camera is not too good."
389,3,This product is good
390,3,Camera quality is not good
391,3,It's not good
392,3,"Have used for a month, seems to be ok. Display is ok, features are ok. When compared Samsung is better."
393,3,Tq
394,3,Good
395,3,Jk
396,3,Nice
397,3,Just okay
398,3,Average
399,3,"Just ok


Camera qualities is avarage in this price 16000"
400,3,Camera quality and display is very very poor. For other purposes it is ok. But I will suggest not to buy. I am not satisfied.
401,3,Good
402,3,Good
403,3,Very good quality
404,3,Good
405,3,battery backup not good
406,3,Superb good product
407,3,"Battery backup is good
Display is average
Camera is worst (very disappointing)
Network is excellent"
408,3,Nice looking phone
409,3,Good
410,3,Value for money
411,3,Very good product good delivery
412,3,Good performance but the cam quality is worst oppo cams are really good but in this phone cam is not good picture is blur
413,3,Oppo gone mad. When Rear Camera is 13MP then what is the need of 10X Zoom. After taking picture it is showing some pixels on photo. Oppo is known for its Camera but this time its fail. Best thing is Battery Backup for my it goes 3 Day with single charge. Feel is very good. System is very Smooth. But Camera is nonsense with useless 10X Zoon.
414,3,Camera is not as per expectation
415,3,Feature is not good colour not good
416,3,Camera Permance not satisfactory...
417,3,This mobile Advocates is good product but after running use I idea this mobile battery performance are needy
418,3,Oppo 53s 5g mobile 📲 is good but camera quality is very bad
419,3,Ok
420,3,Good genuine price
421,3,Just ok
422,3,When we look for the phone. Basic expectations is hearing clear sound and pitch of voice is mandatory. In Oppo this is giving me issues. Voice clarity and pitch is not as expected
423,3,"I'm using this mobile for more than a month. Since before I generally used stock android phones. This is my first non stock phone and not quite comfortable and happy with it due to its customisation and loads of bloatware , I'm fed up with uninstalling and force stopping the apps. Difinatly it will be my first and last non stock android phone. The quality and running/functioning is indeed very well. The phone deserves 5* but 2*less due to bloatwares and heavy customisation,"
424,3,"Camera is very bad.
Other features are delighted
Ram expansion and side fingers options are best
Too much smoother and quick recapture."
425,3,Not bad
426,3,"Camara not good as expected for this mobile, worst company to other brands..
If you are looking for Good Camara mobile, I don't recommend this brand.."
427,3,Mobile was good but not good beautifull look . It your choice . I can recive good product not bad
428,3,It's smooth
429,3,Good phone if you are looking for budget phones
430,3,I am 10 years old but I want to a mobile so my Papa is gifted to me.
431,3,not bad its ok
432,3,Nice for normal.purpose smart phone
433,3,Ok
434,3,charging time is vey high almost more than overnight
435,3,Nice
436,3,Biometrics - Fingerprint not working (After 5months..)
437,3,Phone is not value for money phone.This phone's display looks bad.When it gets in sun you feel very low light of display. Even we can not see clearly anything whenerver we see with hard eyesight
438,3,Not as expected
439,3,Call quality of Mobile is very bad.
440,3,"Mobile is not ok...
Problem mobile....."
441,3,Best product.
442,3,Good
443,3,"Notification indication not there.. no fast charger, camera quality is low"
444,3,Battery is not good performance and alos screen is very highly lighted so harmful for eyes
445,3,Phone is good but fast charging is not available it's take 3-4 hour for single chargee this is drawback
446,3,Camera Quality is not so good..
447,3,I expect more from this mobile but iam disappointed it will take more tym to open apps nd very slow
448,3,Good
449,3,Ok average phone
450,3,Rear camera is not good.
451,3,Good phone
452,3,Charging time very slow. fast charging options missing
453,3,Good
454,3,Camera is not good
455,3,Not up to the mark as compare to prices and brand.. camera is worst.
456,3,It's only Ok not feel good
457,3,"Battery capacity low
Quick down"
458,3,Good mobiles
459,3,Ok
460,3,Good
461,3,Good
462,3,According to price the performance was not that good
463,3,Best is price
464,3,It's a slow processer phone.
465,3,Camera quality okay but this price should be 20mega pixel.
466,3,It’s okk
467,3,"Super amezing I am happy
Rate 10 star"
468,3,Camera is below average
469,3,Good
470,3,Mob is good but for camera I will rate zero
471,3,Not fast changing and refuses rate
472,3,"Just okay phone
Not okay camera 📷
With a blazing fast processor
All like a perfect briyiani recipe gone totally wrong"
473,3,Performance is better but not build in fast changing long time almost 2 hrs changing then Cemara is very bad like 2 Megapixel quality don't tempted 5G i am suggesting go to better options other mobiles like Realme Narzo 30 and Redmi 10 s better mobiles don't purchase this mobile.
474,3,Phone is ok but camera is not good.
475,3,Average phone
476,3,It's ok back camera not upto mark... Selfiee is good
477,3,"As I am user of Oppo since long,but this A53s 5G which I bought is Ok not what I expected from Oppo. There was bubble on Scratch gaurd ,and not satisfied fully which I was confident and expected from Oppo.
But not bad or not Good . it's ok."
478,3,Good
479,3,"Camera result not good back camera is little good but front camera is 3rd class and auto call recording not available , battery life is good,music sound very nice"
480,3,"Speaker quality are bit bad, not so clear when you are talking over phone calls with phone's ear piece"
481,3,All ok but Camara is not clear
482,3,Poor
483,3,"I

Battery 🔋 not upto mark. Delivery services is good."
484,3,Not bad
485,3,"All is good but tempered glass & hands-free not including this product, momery also 26GB used a there is my observation.."
486,3,Video not clear than hd
487,3,Not bad
488,3,Side Fingerprint not working properly.
489,3,Mobile is soo Good... And sound is very Poor
490,3,"More no of inbuilt app, that's not good"
491,3,Okey product
492,3,"Good mobile, big screen. But screen resolution is not good. Over all look is fair and very stunning 5G mobile in this range."
493,3,Sound quality is not good and very poor. And here battery draining problem also.
494,3,If you don’t want to good camera quality then go for it otherwise camera result decent not as much good.
495,3,Nice soo good
496,3,Vo bad
497,3,Looking good Adapter size is very big sonwhen switch on adopter hits on switch
498,3,"Good phone for battery backup, 6gb ram,but camera quality is medium"
499,3,Not bad but the delivery boy was cheater
500,3,"Poor camera
& Battery"
501,3,Battery capacity slow
502,3,Set running slow
503,3,This phone is very excellent
504,3,Not Good
505,3,Not bad but value for
506,3,Best phone but I don't get handset.
507,3,Ok
508,3,Very good
509,3,This phone is amazing looking and performance is best
510,3,Good
511,3,Good he
512,3,Average
513,3,"Good @this price but only cons are no fast changing and only 60 hz rate in display, touch"
514,3,Nice
515,3,Camera is very poor
516,3,Product is okay but not the best
517,3,Not a great mobile.not having wifi calling and battery life is low camera is not good
518,3,Not bad its ok
519,3,Just good
520,3,Overall It's a Good product👍🏾
521,3,Good
522,3,Nice phone
523,3,"FM RADIO , AUTOMATIC CALL RECORDING NO."
524,3,Nice
525,3,Good but camra quality low
526,3,Good quality
527,3,Camera is not good
528,3,I think some problem in making conference call. Cannot disconnect call. Overall is fine
529,3,Phone is good but camera not good
530,3,Nice product 👌👍and very nice pictures 📷
531,3,Super Product Thanks Filpkert
532,3,Good one
533,3,Ok
534,3,Average ok phone
535,3,Nyc
536,3,Avarage
537,3,Good experience
538,3,All performance was good but camera was worst
539,3,Nice
540,3,It is good but not good feature like call recording function is not like me due to make voice and someone knows that call is recorded
541,3,Good
542,3,Good
543,3,Its display was bad
544,3,Nice
545,3,Nice
546,3,Very nice product
547,3,Nice
548,3,Battery backup not good
549,3,Overall good but u find better one
550,3,Good
551,3,Good
552,3,Nice mobile and also in budget .
553,3,Gud
554,3,"Charging speed is slow
Camera is not upto mark
Ui is oke
Display is ok
Overall performance is ok
If possible go for redmi they are offering next level specs and quality is also good"
555,3,"Worst camra
Performance is ok"
556,3,Good
557,3,Camera ? is not clear and no clarity
558,3,Nice phone go for it
559,3,Camera bad quality
560,3,Good but not attractiveness graphics
561,3,Good
562,3,Software issues effectively on Network and Switch off Changing
563,3,Good
564,3,Dont buy this phone
565,4,Good
566,3,Back cemera is normal
567,3,Good quality
568,3,Nice
569,3,"Good looking,and feeling like good operative camera good, valuable price worthable"
570,3,This phone has the baddest thing is that you can not stop the recording announcement
571,3,Good sarvice in mobile and value of money 5g mobie
572,3,Camera 👎 display just ok
573,3,Nice
574,3,"Some more features should be there as per price, like ""vooc charger facility"" . 5G is not a feature and we are paying extra money only for the same."
575,3,Bed
576,3,"This phone is good but not so good.
It is good in normal usase."
577,3,Just ok...... camera not good....
578,3,Quality is gd
579,3,Good
580,3,"Camera is worst in this phone even redmi 90000/phone can take this type of picture so it made me unhappy
And design is good
Battery is fine
Side lock and fingers printing scanner is awesome"
581,3,It's battery is quickly dran
582,3,Not good
583,3,Nice very good product
584,3,Avarege
585,3,Camara not good.
586,3,No bad
587,3,"Not really nice, not like the camera quality but performance very good and battery backup also"
588,3,Good phone normal use
589,3,Only Good
590,3,My moblile is 15( fifty) day purchased Flace light not working.
591,3,Camera very poor quality
592,3,Just ok ok type
593,3,Nice 5g phone from oppo
594,3,Nice phone with good quality and service
595,3,I received right product not damageed
596,3,Not very nice but good at this price.
597,3,Super
598,3,Little heavy in weight ...rest everything is good.
599,3,Camera not good.. Average phone..
600,3,All are good but camera quality is avarage
601,3,camara and display needs to improve
602,3,Average
603,3,Ok
604,3,Front camera is not good selfie and video call
605,3,"It's amazing to hv this phone, lack of punch holes camera make it ordinary."
606,3,delivery boy name is guru very Good
607,3,Great
608,3,Good
609,3,Camera is very bad
610,3,Avarage phone
611,3,Ultimate phone
612,3,Net is very slow compared to other phone.battery ok but fast charging is not working.display average.camera ok.
613,3,"Only 5g hype phone nothing special in this phone.
It is better to buy realme 8 5g."
614,3,Good
615,3,Battery life is good. Camera not good enough for this price range
616,3,Camera low quality
617,3,"Good phone but internet is slow
New generation 5 g phone"
618,3,Outstanding
619,3,Good product
620,3,Speakar no clarity
621,3,Camera clearity is poor
622,3,"Everything good about the phone, but didn't got VOOC power charger with the phone, it takes more than 4hours for full charge."
623,3,Camera is not good otherwise the performance is good
624,4,Although everything is good but if battery and display should be more better than this one at the same price. There are many other brands which are providing a better battery and display than this one
625,4,"Very good phone at this price
Camera is good not best good performance in day but very bad in night
Processor is good
Battery backup awesome
No heating problem
But network is very slow when post in social media
You can buy it because it is the best phone on this price"
626,4,Ok
627,4,Value for money
628,4,"This product is very good , but camera is not protected properly by phone cover"
629,4,Super
630,4,Nice product... value of money
631,4,"Nice Camera , Under Price ....."
632,4,"⭐⭐⭐⭐⭐Professional, fast, great advice, quality work!"
633,4,Good value of money
634,4,All are good but charging is very very slow it's take 5 6 hours for fully battery charging
635,4,Best 5g Phone in this price
636,4,Good budget smartphone
637,4,Good phone
638,4,Camera's pixel are ok and processing of phone is super battery life is nyce after using one day.
639,4,Very nice Mobile i like it
640,4,"This is my honest review after using 1 week, overall I use to give 4 rating # Battery is not that good # while charging mobile I observed some heat problem # charging consumes with in a day, if normal use also # camera is good # value for money."
641,4,Back Camera quality is poor. Otherwise the phone is good...
642,4,It's a nice product
643,4,Good product
644,4,Good cell phone
645,4,Excellent mobile with adorable price 👍
646,4,Super mobile but charge is very slow
647,4,Good
648,4,Camera not up to mark and 60 Hz refresh rate is also have bad touch experience over all good budget phone
649,4,Good 5G Smart Phone at this budget. Value for money.
650,4,"Best performance it's price

Value of money

Good camera

Good battery"
651,4,"Very smooth performance,nice camera,battery,overall amazing smartphone 👌"
652,4,Camera quality is low
653,4,Good product ..but battery not up to the mark ...
